# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.044905,0.420490,0.021882,0.694757
0.078546,0.158377,0.068863,0.216377
0.103433,0.062943,0.103445,0.062912
0.076731,0.168251,0.060970,0.273853
0.074496,0.181028,0.050305,0.366762
0.089348,0.108437,0.099405,0.073970
0.077114,0.166129,0.075879,0.173039
0.076459,0.169768,0.062466,0.262229
0.078431,0.158989,0.068107,0.221475
0.052143,0.349485,0.034797,0.532549
0.057697,0.300488,0.052665,0.344679
0.059148,0.288469,0.059465,0.285888
0.074850,0.178956,0.074040,0.183720
0.057061,0.305854,0.051596,0.354570
0.035953,0.519014,0.045583,0.413503
0.029732,0.593878,0.037661,0.499344
0.046357,0.405612,0.031299,0.574568
0.040255,0.470245,0.045264,0.416778
0.044094,0.428943,0.051658,0.353994
0.031197,0.575811,0.027773,0.618426
0.048161,0.387560,0.044303,0.426753
0.048505,0.384181,0.038809,0.486348
0.033014,0.553768,0.034596,0.534922
0.034625,0.534584,0.029463,0.597225
0.049049,0.378864,0.042622,0.444521
0.044495,0.424750,0.039119,0.482878
0.008334,0.881217,-0.009279,0.867860
0.044892,0.420623,0.040922,0.462912
0.039226,0.481672,0.023367,0.675185
0.054732,0.326047,0.035625,0.522837
0.040772,0.464557,0.026303,0.637137
0.046061,0.408617,0.025178,0.651611
0.066076,0.235597,0.048582,0.383417
0.073404,0.187524,0.047263,0.396481
0.039540,0.478167,0.025162,0.651819
0.052658,0.344742,0.029143,0.601214
0.069294,0.213511,0.050641,0.363558
0.071532,0.199055,0.053040,0.341247
0.068607,0.218094,0.032946,0.554589
0.088935,0.110083,0.061414,0.270370
0.082321,0.139258,0.059895,0.282419
0.083899,0.131811,0.054517,0.327953
0.094400,0.089806,0.056115,0.313952
0.081261,0.144438,0.041868,0.452626
0.107520,0.053176,0.072453,0.193319
0.073484,0.187039,0.039948,0.473639
0.112558,0.042903,0.074634,0.180217
0.110541,0.046797,0.078343,0.159463
0.135973,0.014308,0.089810,0.106616
0.115932,0.037001,0.080549,0.148001
0.139104,0.012197,0.104101,0.061253
0.100460,0.070939,0.071265,0.200741
0.115865,0.037112,0.076087,0.171860
0.131759,0.017652,0.092274,0.097308
0.126436,0.022834,0.083705,0.132707
0.134644,0.015297,0.093524,0.092840
0.136183,0.014157,0.090582,0.103625
0.140855,0.011141,0.098240,0.077436
0.160922,0.003680,0.122025,0.028080
0.150472,0.006658,0.117055,0.035197
0.168494,0.002343,0.122383,0.027618
0.172797,0.001797,0.125160,0.024257
0.145181,0.008870,0.097307,0.080307
0.167400,0.002503,0.112601,0.042824
0.177194,0.001362,0.132268,0.017214
0.187302,0.000703,0.146610,0.008216
0.147823,0.007695,0.110057,0.047773
0.178108,0.001285,0.126532,0.022731
0.188262,0.000659,0.153888,0.005506
0.198671,0.000320,0.146656,0.008195
0.210264,0.000137,0.159934,0.003898
0.215090,0.000095,0.166988,0.002567
0.210697,0.000133,0.167660,0.002464
0.201173,0.000268,0.149484,0.007029
0.212107,0.000120,0.163250,0.003209
0.208161,0.000161,0.161139,0.003634
0.206711,0.000179,0.149782,0.006915
0.231249,0.000026,0.179803,0.001152
0.222301,0.000054,0.169167,0.002248
0.221021,0.000060,0.168280,0.002373
0.234369,0.000020,0.187693,0.000685
0.230323,0.000028,0.174065,0.001660
0.235848,0.000018,0.188810,0.000635
0.231099,0.000027,0.187262,0.000705
0.237683,0.000015,0.182315,0.000978
0.252038,0.000004,0.204724,0.000207
0.250445,0.000005,0.201285,0.000266
0.247653,0.000006,0.196746,0.000367
0.255339,0.000003,0.208844,0.000153
0.259192,0.000002,0.211096,0.000129
