# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.208640,0.000155,0.201336,0.000265
0.210592,0.000134,0.210173,0.000138
0.225044,0.000044,0.221639,0.000057
0.284301,0.000000,0.264999,0.000001
0.245112,0.000008,0.201079,0.000270
0.319129,0.000000,0.275839,0.000000
0.292442,0.000000,0.255894,0.000003
0.306076,0.000000,0.280453,0.000000
0.299278,0.000000,0.277500,0.000000
0.309243,0.000000,0.263185,0.000002
0.297386,0.000000,0.275735,0.000000
0.303745,0.000000,0.273398,0.000001
0.285063,0.000000,0.253156,0.000004
0.287773,0.000000,0.270896,0.000001
0.301293,0.000000,0.262980,0.000002
0.310914,0.000000,0.263660,0.000001
0.297608,0.000000,0.260908,0.000002
0.298487,0.000000,0.276157,0.000000
0.299098,0.000000,0.275931,0.000000
0.268077,0.000001,0.250926,0.000005
0.291539,0.000000,0.258589,0.000002
0.301801,0.000000,0.262146,0.000002
0.301198,0.000000,0.274314,0.000001
0.283291,0.000000,0.262274,0.000002
0.282957,0.000000,0.260374,0.000002
0.292135,0.000000,0.268666,0.000001
0.303687,0.000000,0.275090,0.000000
0.294284,0.000000,0.271471,0.000001
0.288450,0.000000,0.266965,0.000001
0.288352,0.000000,0.264307,0.000001
