x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.468045,0,0.502737,0
0.461828,0,0.49617,0
0.495523,0,0.52776,0
0.51224,0,0.541487,0
0.539855,0,0.568519,0
0.566082,0,0.585646,0
0.571269,0,0.596886,0
0.497862,0,0.553842,0
0.612091,0,0.639184,0
0.601543,0,0.626783,0
0.581838,0,0.594067,0
0.619657,0,0.638842,0
0.660901,0,0.681611,0
0.618416,0,0.646118,0
0.66641,0,0.683482,0
0.666066,0,0.678206,0
0.69809,0,0.715001,0
0.717376,0,0.734794,0
0.704386,0,0.713294,0
0.716492,0,0.727593,0
0.724272,0,0.737536,0
0.701713,0,0.715552,0
0.703661,0,0.714209,0
0.747106,0,0.762973,0
0.747536,0,0.767442,0
0.734096,0,0.754014,0
0.684345,0,0.697787,0
0.74619,0,0.756813,0
0.771182,0,0.787117,0
0.768414,0,0.788949,0
0.767362,0,0.79468,0
0.762225,0,0.781536,0
0.773733,0,0.796636,0
0.777968,0,0.796849,0
0.785877,0,0.805579,0
0.77286,0,0.792202,0
0.790288,0,0.812747,0
0.780967,0,0.802134,0
0.786014,0,0.808768,0
0.794348,0,0.812359,0
0.786105,0,0.804612,0
0.789778,0,0.820547,0
0.792111,0,0.816383,0
0.785263,0,0.814885,0
0.797073,0,0.823996,0
0.799199,0,0.820991,0
0.790026,0,0.807035,0
0.801953,0,0.826303,0
0.800782,0,0.826787,0
0.781698,0,0.80973,0
0.805714,0,0.831206,0
0.796336,0,0.818166,0
0.817278,0,0.84392,0
0.814442,0,0.837171,0
0.813631,0,0.840795,0
0.80682,0,0.832549,0
0.82147,0,0.849871,0
0.807709,0,0.829499,0
0.815331,0,0.84506,0
0.821864,0,0.849892,0
0.815536,0,0.843373,0
0.81611,0,0.840545,0
0.819021,0,0.846052,0
0.822358,0,0.843545,0
0.82035,0,0.845485,0
0.825993,0,0.851477,0
0.793661,0,0.826991,0
0.823451,0,0.857257,0
0.8268,0,0.860724,0
0.818027,0,0.842243,0
0.831092,0,0.855355,0
0.821383,0,0.85647,0
0.8307,0,0.858298,0
0.838311,0,0.866324,0
0.834187,0,0.857827,0
0.837341,0,0.865772,0
0.835136,0,0.863979,0
0.840967,0,0.86963,0
0.834393,0,0.859658,0
0.833496,0,0.864601,0
0.836494,0,0.865078,0
0.836726,0,0.865273,0
0.837364,0,0.866118,0
0.835488,0,0.862362,0
0.840093,0,0.868326,0
0.837054,0,0.864044,0
0.839165,0,0.866444,0
0.83841,0,0.868441,0
0.841878,0,0.872112,0
0.841801,0,0.870617,0
