# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.317501,0.000000,0.345384,0.000000
0.588147,0.000000,0.595549,0.000000
0.147803,0.007703,0.145022,0.008945
0.539754,0.000000,0.557765,0.000000
0.662153,0.000000,0.677184,0.000000
0.680202,0.000000,0.700152,0.000000
0.671441,0.000000,0.689110,0.000000
0.663648,0.000000,0.683149,0.000000
0.670579,0.000000,0.684190,0.000000
0.665840,0.000000,0.691459,0.000000
0.654836,0.000000,0.657794,0.000000
0.673001,0.000000,0.699017,0.000000
0.672716,0.000000,0.693150,0.000000
0.670275,0.000000,0.688592,0.000000
0.630137,0.000000,0.637278,0.000000
0.676809,0.000000,0.688838,0.000000
0.642472,0.000000,0.651649,0.000000
0.623778,0.000000,0.632525,0.000000
0.665364,0.000000,0.670245,0.000000
0.667734,0.000000,0.680384,0.000000
0.672231,0.000000,0.676068,0.000000
0.675105,0.000000,0.676958,0.000000
0.675492,0.000000,0.678286,0.000000
0.682972,0.000000,0.687991,0.000000
0.686089,0.000000,0.690771,0.000000
0.671073,0.000000,0.678168,0.000000
0.682146,0.000000,0.693049,0.000000
0.667535,0.000000,0.670723,0.000000
0.675341,0.000000,0.681606,0.000000
0.673485,0.000000,0.679527,0.000000
