x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.439372,0,0.478016,0
0.490374,0,0.517915,0
0.494106,0,0.489322,0
0.43884,0,0.468854,0
0.518954,0,0.547037,0
0.52259,0,0.530639,0
0.542538,0,0.547689,0
0.575511,0,0.561895,0
0.606731,0,0.590861,0
0.605906,0,0.597673,0
0.538163,0,0.534548,0
0.598575,0,0.595777,0
0.593819,0,0.599963,0
0.621877,0,0.605497,0
0.633899,0,0.619518,0
0.631054,0,0.597434,0
0.609805,0,0.599765,0
0.613564,0,0.58077,0
0.668106,0,0.654332,0
0.671719,0,0.670784,0
0.656841,0,0.651817,0
0.683059,0,0.679011,0
0.671757,0,0.671804,0
0.670178,0,0.660798,0
0.687506,0,0.679398,0
0.686494,0,0.686231,0
0.69775,0,0.691809,0
0.698202,0,0.704489,0
0.697773,0,0.689416,0
0.712239,0,0.717763,0
0.709555,0,0.707434,0
0.668247,0,0.653322,0
0.727711,0,0.726357,0
0.715918,0,0.708696,0
0.713181,0,0.715138,0
0.730872,0,0.730634,0
0.734071,0,0.735171,0
0.729589,0,0.724388,0
0.732089,0,0.725154,0
0.743161,0,0.747681,0
0.741294,0,0.741763,0
0.733295,0,0.737751,0
0.732522,0,0.725463,0
0.748332,0,0.753222,0
0.756009,0,0.75849,0
0.75799,0,0.759976,0
0.742794,0,0.745238,0
0.74842,0,0.754461,0
0.767116,0,0.771038,0
0.764469,0,0.767479,0
0.768475,0,0.770781,0
0.767294,0,0.772617,0
0.762583,0,0.765785,0
0.766687,0,0.763312,0
0.772922,0,0.785521,0
0.772373,0,0.778478,0
0.774545,0,0.775134,0
0.76414,0,0.773652,0
0.776457,0,0.77886,0
0.770425,0,0.778037,0
0.774097,0,0.783904,0
0.790797,0,0.804165,0
0.781056,0,0.784203,0
0.771654,0,0.777271,0
0.783712,0,0.778375,0
0.774451,0,0.76721,0
0.786366,0,0.791618,0
0.782858,0,0.7827,0
0.789197,0,0.793511,0
0.791647,0,0.799484,0
0.794791,0,0.808408,0
0.786495,0,0.799109,0
0.791305,0,0.796482,0
0.791613,0,0.805401,0
0.795381,0,0.805813,0
0.796894,0,0.80513,0
0.797815,0,0.811279,0
0.801589,0,0.815007,0
0.797807,0,0.808895,0
0.802508,0,0.815183,0
0.795823,0,0.807292,0
0.798886,0,0.808352,0
0.800147,0,0.811321,0
0.801783,0,0.811112,0
0.800224,0,0.815672,0
0.803891,0,0.814173,0
0.804245,0,0.814018,0
0.803949,0,0.813546,0
0.804568,0,0.81633,0
0.801901,0,0.813038,0
