amp,x0,sx,y0,sy,offset,amp1,sigma1,x01,y01,phi1_deg,offset1,amp2,sigma2,x02,y02,phi2_deg,offset2
0.930475606063758,-4.99791524707287,0.500164062171619,-4.71212281895886,1.30919355867907,-0.0166239251963023,0.318467032701863,1.3235324426293,-5.22062732666582,-5.2206335478604,45.2772317902885,-0.0369198518930387,0,0,0,0,NaN,0
0.7939215993134,4.09529248009645,0.911473454863239,3.96977881351056,1.26547226850408,-0.025383363196933,0.205078536157872,1.22970264910649,0.440198966578521,-0.440157534000594,125.278089304036,-0.0508427922624833,0,0,0,0,NaN,0
0.699898598155828,4.68741754955493,0.844582959377215,0.427541457057703,1.338325279884,-0.0220508719201625,0.234632573607723,1.24467887178541,2.37278257932926,-2.37286515345955,133.102215300683,-0.0470889188078271,0,0,0,0,NaN,0
0.653443114506354,4.3018375203367,0.811709163558163,-2.4091417090684,1.48903269271242,-0.0220491375970192,0.27789014487729,1.40827548619285,3.80991118724214,-3.80993547126665,134.968316374793,-0.0455004622677578,0,0,0,0,NaN,0
0.691371206538414,4.97254876210516,0.500000000000022,-3.08206779907623,1.58581334236826,-0.0150786896999631,0.224259328925706,1.00955072115326,1.9498422471918,1.94951150040915,57.2957795067136,-0.0383895459767296,0.247634428321438,1.13269737949243,1.99513891581357,-5.58665479667259,151.35211024347,-0.0335316132997725
0.576785126085696,-3.41499329804598,0.772068691979022,-0.759080262556421,1.23284530708471,-0.0153314260152555,0.191827741178608,1.14584667080983,-1.97573993971567,1.97552356082222,123.572251198392,-0.0401812714537388,0.185302297353506,1.41857786867259,-2.02917829260351,-2.02864914231151,46.490798577005,-0.0490506118886544
0.63559180648347,1.85473618516578,0.744261014102615,0.24719287484686,1.13732970513522,-0.015023764625695,0.174355329851614,1.33852248992043,0.847465646311744,-0.846933473950962,123.941917340005,-0.0456630682297268,0.195893095270963,1.28270768489491,1.10056219462067,1.10055578732083,48.5845915160606,-0.0466256482713698
0.768876311938223,4.97832129847927,0.500000000000022,-4.46759918449663,1.1610714041508,-0.0122765702650517,0.38344030406523,1.25822764412176,6.48785414944701,-3.39623568632354,131.19705353596,-0.0370749785752774,0,0,0,0,NaN,0
0.76295201081907,1.89897332216679,0.993718423883995,1.42030272391374,1.22409234688687,-0.0259162001820065,0.167395017717839,1.38290327689157,0.221418891786782,-0.22159118540552,127.227590213045,-0.0473616139827007,0,0,0,0,NaN,0
0.742972773493038,-5.8851113755365,0.845029988410492,3.49547834713393,1.20416752747323,-0.020998994662976,0.220332807443941,1.16520918558315,-1.82076886056421,-1.82077670977448,52.075487604523,-0.0498062994427508,0,0,0,0,NaN,0
