x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.448094,0,0.440002,0
0.551795,0,0.55724,0
0.454623,0,0.452102,0
0.546521,0,0.560515,0
0.603384,0,0.604307,0
0.542569,0,0.547332,0
0.592018,0,0.611615,0
0.629856,0,0.623048,0
0.65178,0,0.648515,0
0.645176,0,0.664701,0
0.655804,0,0.662617,0
0.669431,0,0.677105,0
0.652775,0,0.680936,0
0.700426,0,0.709636,0
0.675235,0,0.697705,0
0.710266,0,0.721851,0
0.60067,0,0.59542,0
0.733291,0,0.753135,0
0.730099,0,0.740594,0
0.729944,0,0.750856,0
0.702665,0,0.724291,0
0.738558,0,0.764416,0
0.739321,0,0.759025,0
0.73867,0,0.770137,0
0.734885,0,0.760504,0
0.756066,0,0.791692,0
0.769716,0,0.796194,0
0.730844,0,0.763885,0
0.785002,0,0.815939,0
0.775279,0,0.803041,0
0.776602,0,0.810052,0
0.776501,0,0.820529,0
0.759117,0,0.799481,0
0.777235,0,0.817438,0
0.781683,0,0.824122,0
0.756152,0,0.791993,0
0.7754,0,0.827223,0
0.739875,0,0.784006,0
0.776183,0,0.828131,0
0.799958,0,0.84452,0
0.792514,0,0.823897,0
0.774574,0,0.825629,0
0.800547,0,0.844225,0
0.792344,0,0.826385,0
0.792605,0,0.830746,0
0.790057,0,0.824789,0
0.81096,0,0.851531,0
0.801398,0,0.851507,0
0.82439,0,0.865197,0
0.810534,0,0.856184,0
0.817029,0,0.857747,0
0.82886,0,0.884381,0
0.809287,0,0.854921,0
0.816333,0,0.87017,0
0.818537,0,0.868735,0
0.827968,0,0.871294,0
0.828801,0,0.87293,0
0.821497,0,0.859475,0
0.841565,0,0.880908,0
0.833667,0,0.879791,0
0.837973,0,0.881094,0
0.829799,0,0.88172,0
0.836257,0,0.877623,0
0.841991,0,0.887691,0
0.844366,0,0.886653,0
0.838361,0,0.885704,0
0.846724,0,0.891894,0
0.832074,0,0.864901,0
0.85177,0,0.887643,0
0.853217,0,0.888859,0
0.846516,0,0.896994,0
0.851088,0,0.890275,0
0.84796,0,0.890987,0
0.84869,0,0.887381,0
0.848288,0,0.890152,0
0.857044,0,0.902379,0
0.847003,0,0.890295,0
0.859231,0,0.904616,0
0.860397,0,0.904932,0
0.85231,0,0.896327,0
0.858096,0,0.906356,0
0.867675,0,0.912494,0
0.860369,0,0.904525,0
0.860553,0,0.898716,0
0.86048,0,0.907757,0
0.863987,0,0.911895,0
0.866583,0,0.911369,0
0.862688,0,0.905273,0
0.8628,0,0.907908,0
0.863954,0,0.908806,0
