x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.577806,0,0.5624,0
0.56594,0,0.532974,0
0.598265,0,0.596373,0
0.633883,0,0.62451,0
0.60223,0,0.570778,0
0.6408,0,0.646145,0
0.667138,0,0.694137,0
0.435886,0,0.408092,0
0.570636,0,0.600138,0
0.691711,0,0.748358,0
0.689083,0,0.715892,0
0.697031,0,0.738767,0
0.641206,0,0.668671,0
0.698783,0,0.747199,0
0.714556,0,0.76497,0
0.696761,0,0.698239,0
0.725108,0,0.752425,0
0.715577,0,0.772926,0
0.723975,0,0.752407,0
0.753763,0,0.789665,0
0.657018,0,0.65088,0
0.759114,0,0.810534,0
0.778138,0,0.803844,0
0.761434,0,0.80548,0
0.774022,0,0.804993,0
0.766233,0,0.798981,0
0.770477,0,0.812158,0
0.772963,0,0.811228,0
0.77957,0,0.810202,0
0.78132,0,0.812214,0
0.799255,0,0.823599,0
0.793832,0,0.820621,0
0.784847,0,0.821095,0
0.793982,0,0.831515,0
0.795576,0,0.835926,0
0.789355,0,0.807074,0
0.810478,0,0.844448,0
0.81148,0,0.847454,0
0.816498,0,0.85157,0
0.815679,0,0.848272,0
0.789315,0,0.826512,0
0.79325,0,0.817664,0
0.817563,0,0.851831,0
0.817869,0,0.858847,0
0.802264,0,0.833032,0
0.839765,0,0.877024,0
0.817145,0,0.850568,0
0.829111,0,0.862261,0
0.816312,0,0.844171,0
0.833047,0,0.8659,0
0.834366,0,0.868144,0
0.819616,0,0.856108,0
0.83715,0,0.880852,0
0.807422,0,0.848465,0
0.829782,0,0.868275,0
0.833772,0,0.876308,0
0.843339,0,0.888783,0
0.834642,0,0.876502,0
0.833474,0,0.878566,0
0.781032,0,0.795463,0
0.836037,0,0.882145,0
0.841965,0,0.877926,0
0.84716,0,0.887516,0
0.82836,0,0.876223,0
0.839138,0,0.887446,0
0.828264,0,0.867723,0
0.849235,0,0.887123,0
0.835439,0,0.882279,0
0.823153,0,0.865518,0
0.84835,0,0.897823,0
0.842556,0,0.890363,0
0.848657,0,0.893965,0
0.827514,0,0.874038,0
0.842763,0,0.890993,0
0.840121,0,0.888786,0
0.834745,0,0.884304,0
0.832355,0,0.877776,0
0.840905,0,0.887753,0
0.852186,0,0.901674,0
0.85357,0,0.896863,0
0.847227,0,0.897052,0
0.830003,0,0.880777,0
0.849738,0,0.899068,0
0.852047,0,0.90092,0
0.847007,0,0.89708,0
0.855794,0,0.905265,0
0.853872,0,0.901906,0
0.846279,0,0.894573,0
0.853945,0,0.901094,0
0.85131,0,0.900593,0
