# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.201691,0.000258,0.198427,0.000326
0.185624,0.000786,0.174191,0.001647
0.121701,0.028503,0.130366,0.018898
0.224179,0.000047,0.259524,0.000002
0.218917,0.000071,0.214046,0.000103
0.267258,0.000001,0.257157,0.000003
0.253732,0.000004,0.251684,0.000004
0.264360,0.000001,0.263062,0.000002
0.309187,0.000000,0.301936,0.000000
0.211668,0.000124,0.191802,0.000518
0.312123,0.000000,0.310042,0.000000
0.295316,0.000000,0.316684,0.000000
0.278433,0.000000,0.256979,0.000003
0.366924,0.000000,0.379587,0.000000
0.266230,0.000001,0.258479,0.000002
0.360697,0.000000,0.357345,0.000000
0.326232,0.000000,0.341311,0.000000
0.338671,0.000000,0.330514,0.000000
0.279659,0.000000,0.294237,0.000000
0.313430,0.000000,0.306293,0.000000
0.349189,0.000000,0.339660,0.000000
0.326001,0.000000,0.315515,0.000000
0.318364,0.000000,0.287969,0.000000
0.341549,0.000000,0.350270,0.000000
0.376420,0.000000,0.387871,0.000000
0.387312,0.000000,0.382969,0.000000
0.363971,0.000000,0.365303,0.000000
0.383444,0.000000,0.404307,0.000000
0.312247,0.000000,0.304259,0.000000
0.358741,0.000000,0.353337,0.000000
0.331064,0.000000,0.313546,0.000000
0.302037,0.000000,0.279998,0.000000
0.357368,0.000000,0.339523,0.000000
0.279681,0.000000,0.280142,0.000000
0.373537,0.000000,0.346542,0.000000
0.401622,0.000000,0.378356,0.000000
0.409245,0.000000,0.401635,0.000000
0.364650,0.000000,0.352025,0.000000
0.397602,0.000000,0.365271,0.000000
0.424331,0.000000,0.405261,0.000000
0.356102,0.000000,0.334459,0.000000
0.364793,0.000000,0.347022,0.000000
0.442628,0.000000,0.442242,0.000000
0.433852,0.000000,0.421697,0.000000
0.440564,0.000000,0.452470,0.000000
0.447256,0.000000,0.435975,0.000000
0.426235,0.000000,0.401424,0.000000
0.472494,0.000000,0.470663,0.000000
0.457627,0.000000,0.449912,0.000000
0.449536,0.000000,0.439283,0.000000
0.436596,0.000000,0.429419,0.000000
0.429126,0.000000,0.398310,0.000000
0.473157,0.000000,0.461434,0.000000
0.459220,0.000000,0.449234,0.000000
0.474420,0.000000,0.457161,0.000000
0.434039,0.000000,0.430916,0.000000
0.506157,0.000000,0.520208,0.000000
0.523632,0.000000,0.521550,0.000000
0.525125,0.000000,0.518892,0.000000
0.526065,0.000000,0.528525,0.000000
0.546460,0.000000,0.556775,0.000000
0.544162,0.000000,0.548406,0.000000
0.545002,0.000000,0.558989,0.000000
0.542146,0.000000,0.538040,0.000000
0.519222,0.000000,0.533351,0.000000
0.509934,0.000000,0.516949,0.000000
0.568584,0.000000,0.570654,0.000000
0.540677,0.000000,0.549768,0.000000
0.543475,0.000000,0.542775,0.000000
0.576485,0.000000,0.586000,0.000000
0.578227,0.000000,0.589403,0.000000
0.584872,0.000000,0.593455,0.000000
0.556006,0.000000,0.565390,0.000000
0.580069,0.000000,0.592699,0.000000
0.593229,0.000000,0.602215,0.000000
0.577676,0.000000,0.586738,0.000000
0.584328,0.000000,0.593012,0.000000
0.603905,0.000000,0.616986,0.000000
0.598120,0.000000,0.610457,0.000000
0.581273,0.000000,0.596527,0.000000
0.583723,0.000000,0.594759,0.000000
0.590904,0.000000,0.608945,0.000000
0.602398,0.000000,0.614269,0.000000
0.596319,0.000000,0.612381,0.000000
0.603799,0.000000,0.616495,0.000000
0.602907,0.000000,0.619633,0.000000
0.598099,0.000000,0.613789,0.000000
0.594347,0.000000,0.605340,0.000000
0.600077,0.000000,0.614659,0.000000
0.606782,0.000000,0.625331,0.000000
