# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.243317,0.000009,0.233584,0.000022
0.238189,0.000015,0.205082,0.000202
0.242298,0.000010,0.211289,0.000127
0.270908,0.000001,0.260027,0.000002
0.298539,0.000000,0.266792,0.000001
0.291910,0.000000,0.285386,0.000000
0.264913,0.000001,0.234754,0.000020
0.249308,0.000006,0.211500,0.000125
0.271486,0.000001,0.227741,0.000035
0.284730,0.000000,0.261721,0.000002
0.247933,0.000006,0.213054,0.000111
0.274524,0.000001,0.247383,0.000007
0.295597,0.000000,0.230500,0.000028
0.277320,0.000000,0.229491,0.000030
0.306182,0.000000,0.278707,0.000000
0.283448,0.000000,0.258228,0.000002
0.280921,0.000000,0.268450,0.000001
0.281314,0.000000,0.238757,0.000014
0.290001,0.000000,0.270753,0.000001
0.310664,0.000000,0.296006,0.000000
0.287414,0.000000,0.261553,0.000002
0.276946,0.000000,0.240099,0.000012
0.263151,0.000002,0.233530,0.000022
0.270481,0.000001,0.235978,0.000018
0.299864,0.000000,0.277141,0.000000
0.294715,0.000000,0.258620,0.000002
0.279507,0.000000,0.241006,0.000012
0.271030,0.000001,0.237878,0.000015
0.273827,0.000001,0.243744,0.000009
0.274561,0.000001,0.246959,0.000007
