x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.335437,0,0.374057,0
0.397221,0,0.427427,0
0.400482,0,0.434977,0
0.370654,0,0.330405,1e-06
0.427099,0,0.43161,0
0.491294,0,0.379703,0
0.420027,0,0.471903,0
0.461989,0,0.436956,0
0.392386,0,0.394176,0
0.512736,0,0.5164,0
0.487839,0,0.525136,0
0.541682,0,0.591208,0
0.516784,0,0.595047,0
0.617811,0,0.561501,0
0.50087,0,0.523119,0
0.54994,0,0.622397,0
0.59468,0,0.628656,0
0.617182,0,0.633675,0
0.571115,0,0.542103,0
0.538298,0,0.525542,0
0.645905,0,0.613476,0
0.605171,0,0.607601,0
0.593737,0,0.60186,0
0.627411,0,0.600894,0
0.62209,0,0.578198,0
0.593319,0,0.601929,0
0.601933,0,0.556104,0
0.578243,0,0.558909,0
0.607602,0,0.612526,0
0.589414,0,0.591978,0
0.60157,0,0.584861,0
0.62276,0,0.59052,0
0.623073,0,0.588046,0
0.596015,0,0.542062,0
0.614578,0,0.600675,0
0.618784,0,0.552479,0
0.591467,0,0.536153,0
0.526898,0,0.411895,0
0.615361,0,0.565126,0
0.601575,0,0.539529,0
0.586833,0,0.47789,0
0.626139,0,0.567476,0
0.603471,0,0.514407,0
0.626945,0,0.53718,0
0.633042,0,0.547875,0
0.615667,0,0.523263,0
0.575898,0,0.48687,0
0.616794,0,0.542643,0
0.640242,0,0.574927,0
0.612382,0,0.547738,0
0.591145,0,0.480777,0
0.644671,0,0.584071,0
0.587348,0,0.486019,0
0.621508,0,0.518227,0
0.609324,0,0.546553,0
0.622278,0,0.558912,0
0.620163,0,0.523256,0
0.569089,0,0.479954,0
0.608601,0,0.516301,0
0.634868,0,0.535837,0
0.588093,0,0.488109,0
0.616443,0,0.544062,0
0.593034,0,0.520627,0
0.604084,0,0.525589,0
0.619606,0,0.53027,0
0.643858,0,0.55825,0
0.655125,0,0.556663,0
0.632414,0,0.548424,0
0.589194,0,0.509131,0
0.626824,0,0.524828,0
0.623713,0,0.552741,0
0.605049,0,0.502889,0
0.653543,0,0.588083,0
0.590763,0,0.505251,0
0.6342,0,0.53922,0
0.631792,0,0.528466,0
0.649831,0,0.544405,0
0.627401,0,0.521286,0
0.644936,0,0.55033,0
0.618923,0,0.524816,0
0.637328,0,0.55053,0
0.644017,0,0.565328,0
0.629683,0,0.539494,0
0.639256,0,0.548166,0
0.642654,0,0.534935,0
0.643459,0,0.56354,0
0.651291,0,0.564219,0
0.651596,0,0.559341,0
0.651067,0,0.562458,0
0.643614,0,0.550672,0
