x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.417311,0,0.363539,0
0.423885,0,0.382329,0
0.424703,0,0.390674,0
0.407419,0,0.382018,0
0.497002,0,0.4352,0
0.472937,0,0.425729,0
0.468594,0,0.442247,0
0.503305,0,0.465199,0
0.464157,0,0.380577,0
0.543282,0,0.499169,0
0.532847,0,0.490618,0
0.528316,0,0.45127,0
0.593042,0,0.569265,0
0.525818,0,0.482734,0
0.605982,0,0.583755,0
0.590926,0,0.557868,0
0.673789,0,0.667919,0
0.649644,0,0.654377,0
0.667253,0,0.673976,0
0.650188,0,0.643342,0
0.657573,0,0.646201,0
0.671026,0,0.672959,0
0.658989,0,0.644037,0
0.663821,0,0.662445,0
0.687304,0,0.71473,0
0.697512,0,0.718177,0
0.707747,0,0.719079,0
0.713582,0,0.718672,0
0.709504,0,0.71684,0
0.684014,0,0.700742,0
0.733194,0,0.746017,0
0.722878,0,0.74425,0
0.695583,0,0.69872,0
0.715968,0,0.7463,0
0.735401,0,0.741049,0
0.733198,0,0.736412,0
0.746735,0,0.76372,0
0.74986,0,0.758895,0
0.736827,0,0.75755,0
0.710935,0,0.739515,0
0.72213,0,0.729852,0
0.756673,0,0.77133,0
0.729654,0,0.722897,0
0.74047,0,0.749611,0
0.737657,0,0.753461,0
0.758885,0,0.774039,0
0.763382,0,0.785696,0
0.755652,0,0.770897,0
0.759998,0,0.770184,0
0.779685,0,0.794071,0
0.78442,0,0.802526,0
0.782169,0,0.805229,0
0.782911,0,0.803084,0
0.787009,0,0.805029,0
0.788245,0,0.812623,0
0.776673,0,0.792893,0
0.793802,0,0.820662,0
0.788171,0,0.816742,0
0.798603,0,0.820669,0
0.772405,0,0.792586,0
0.791803,0,0.812609,0
0.808954,0,0.829464,0
0.798944,0,0.822548,0
0.809859,0,0.835591,0
0.803774,0,0.826943,0
0.804779,0,0.829342,0
0.807693,0,0.834317,0
0.800056,0,0.82453,0
0.798365,0,0.819616,0
0.809851,0,0.825535,0
0.813216,0,0.834958,0
0.796408,0,0.808725,0
0.8134,0,0.841597,0
0.812019,0,0.83172,0
0.802876,0,0.83009,0
0.808862,0,0.83726,0
0.809593,0,0.837433,0
0.812925,0,0.836684,0
0.815166,0,0.842249,0
0.818322,0,0.843607,0
0.820265,0,0.845113,0
0.823317,0,0.851008,0
0.819526,0,0.850182,0
0.818317,0,0.845957,0
0.826439,0,0.850363,0
0.825342,0,0.85439,0
0.824629,0,0.852131,0
0.826864,0,0.855648,0
0.827861,0,0.857189,0
0.829156,0,0.858937,0
