# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.245161,0.000008,0.188650,0.000642
0.243476,0.000009,0.257785,0.000003
0.290860,0.000000,0.294514,0.000000
0.278268,0.000000,0.229113,0.000031
0.238809,0.000014,0.253868,0.000004
0.299571,0.000000,0.261625,0.000002
0.347400,0.000000,0.348879,0.000000
0.308176,0.000000,0.306018,0.000000
0.310256,0.000000,0.269563,0.000001
0.316294,0.000000,0.283510,0.000000
0.176380,0.001435,0.121836,0.028325
0.352547,0.000000,0.306510,0.000000
0.310271,0.000000,0.269684,0.000001
0.293974,0.000000,0.251681,0.000005
0.358290,0.000000,0.310043,0.000000
0.348627,0.000000,0.330876,0.000000
0.340982,0.000000,0.308405,0.000000
0.356706,0.000000,0.318902,0.000000
0.369958,0.000000,0.326036,0.000000
0.378489,0.000000,0.348314,0.000000
0.389084,0.000000,0.349243,0.000000
0.361033,0.000000,0.327418,0.000000
0.383041,0.000000,0.346366,0.000000
0.381137,0.000000,0.366895,0.000000
0.373842,0.000000,0.334314,0.000000
0.368245,0.000000,0.332418,0.000000
0.371778,0.000000,0.339920,0.000000
0.392843,0.000000,0.359959,0.000000
0.387360,0.000000,0.357463,0.000000
0.385311,0.000000,0.352981,0.000000
