x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.491417,0,0.471657,0
0.136915,0.118435,0.184611,0.024891
0.509505,0,0.481318,0
0.538175,0,0.542906,0
0.519806,0,0.485888,0
0.553247,0,0.567233,0
0.582901,0,0.601995,0
0.574098,0,0.626714,0
0.603459,0,0.635897,0
0.47727,0,0.472154,0
0.581088,0,0.633296,0
0.638835,0,0.690623,0
0.625173,0,0.628825,0
0.639229,0,0.643418,0
0.679098,0,0.695589,0
0.66888,0,0.668188,0
0.691979,0,0.70405,0
0.6755,0,0.695809,0
0.69221,0,0.732013,0
0.667328,0,0.668767,0
0.694669,0,0.697655,0
0.663884,0,0.665018,0
0.501166,0,0.488465,0
0.612832,0,0.593519,0
0.702106,0,0.705617,0
0.732377,0,0.762591,0
0.721568,0,0.741508,0
0.726464,0,0.742348,0
0.717522,0,0.723349,0
0.705361,0,0.731189,0
0.718962,0,0.738293,0
0.720081,0,0.730088,0
0.741604,0,0.772052,0
0.739111,0,0.755862,0
0.74409,0,0.76877,0
0.75448,0,0.805417,0
0.701468,0,0.715727,0
0.761025,0,0.795285,0
0.735919,0,0.760226,0
0.748383,0,0.774764,0
0.760071,0,0.791368,0
0.748434,0,0.793378,0
0.740546,0,0.763275,0
0.74829,0,0.778528,0
0.764333,0,0.807939,0
0.776183,0,0.82629,0
0.779184,0,0.819934,0
0.767223,0,0.807389,0
0.778549,0,0.822695,0
0.764681,0,0.799125,0
0.764485,0,0.794772,0
0.778667,0,0.827664,0
0.782974,0,0.830444,0
0.78342,0,0.836383,0
0.774198,0,0.817422,0
0.776994,0,0.803404,0
0.775549,0,0.820073,0
0.77554,0,0.809916,0
0.779988,0,0.813228,0
0.787716,0,0.8355,0
0.79641,0,0.850892,0
0.76368,0,0.785938,0
0.788389,0,0.833339,0
0.783643,0,0.83943,0
0.797254,0,0.851062,0
0.795777,0,0.841431,0
0.767731,0,0.802415,0
0.782935,0,0.819332,0
0.785606,0,0.833456,0
0.795061,0,0.850432,0
0.797225,0,0.843338,0
0.792708,0,0.843263,0
0.791786,0,0.830484,0
0.792906,0,0.838577,0
0.79353,0,0.842397,0
0.802614,0,0.850867,0
0.786226,0,0.817365,0
0.804111,0,0.85604,0
0.803887,0,0.846361,0
0.798734,0,0.847469,0
0.795864,0,0.835155,0
0.806495,0,0.860149,0
0.794504,0,0.834331,0
0.804623,0,0.851168,0
0.799024,0,0.842653,0
0.798017,0,0.843289,0
0.801569,0,0.84271,0
0.804359,0,0.85244,0
0.802888,0,0.848783,0
0.803543,0,0.849446,0
