button.numClicks,button.timesOn,button.timesOff,participant,ProlificID,age,biological sex,date,expName,psychopyVersion,OS,frameRate,key_resp_sizecalibration.keys,key_resp_sizecalibration.rt,X Scale,Y Scale,key_resp_2.keys,key_resp_2.rt,key_resp_instruction2.keys,key_resp_instruction2.rt,start_specularN,condition,key_resp.keys,key_resp.rt,slider.response,slider.rt,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,practice_trial.ran,imgN,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran,key_resp_3.keys,key_resp_3.rt
1,[9.666999999999998],[9.669],644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,space,24.444,,,,,,,,,,,,,,,,,,,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,33.9,33.9,,,,,,,,,,,,,,,,,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,space,15.357,,,,,,,,,,,,,,,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,space,58.839,,,,,,,,,,,,,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,,,38,51,space,34.342,35,33.335,0,0,0,0,1,101,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,,,36,51,space,22.38,32,22.015,0,1,1,1,1,102,,,,,,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,,,36,51,space,22.761,32,22.495,,,,,,45,0,0,0,45,1,,
,,,644,58693d5b1ed9d10001050196,55,male,2022-11-22_14h57.47.976,onlinegloss,2022.2.3,Win32,60.0240096,,,,,,,,,39,51,space,16.116,11,15.857,,,,,,18,0,1,1,18,1,,
