button.numClicks,button.timesOn,button.timesOff,participant,ProlificID,age,biological sex,date,expName,psychopyVersion,OS,frameRate,key_resp_sizecalibration.keys,key_resp_sizecalibration.rt,X Scale,Y Scale,key_resp_2.keys,key_resp_2.rt,key_resp_instruction2.keys,key_resp_instruction2.rt,start_specularN,condition,key_resp.keys,key_resp.rt,slider.response,slider.rt,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,practice_trial.ran,imgN,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,51,32,space,2.7435,16,2.2873,,,,,,2,0,45,45,2,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,2.8927,25,2.2314,,,,,,70,0,46,46,70,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.2328,16,1.8007,,,,,,39,0,47,47,39,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,45,32,space,5.4768,18,4.8358,,,,,,10,0,48,48,10,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,35,32,space,2.5461,45,1.947,,,,,,45,0,49,49,45,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.0574,32,1.3782,,,,,,71,0,50,50,71,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,3.4609,31,2.8987,,,,,,3,0,51,51,3,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,26,32,space,1.9415,21,1.2819,,,,,,65,0,52,52,65,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,3.273,20,2.9032,,,,,,80,0,53,53,80,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,27,32,space,2.4342,8,1.7323,,,,,,42,0,54,54,42,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,3.4911,22,3.1034,,,,,,54,0,55,55,54,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,1.7241,18,1.3349,,,,,,26,0,56,56,26,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,3.3511,46,1.8716,,,,,,20,0,57,57,20,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,2.7386,35,1.6903,,,,,,50,0,58,58,50,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,26,32,space,2.2369,21,1.5736,,,,,,59,0,59,59,59,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,50,32,space,3.4435,33,2.7708,,,,,,78,0,60,60,78,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,36,32,space,1.9688,15,1.3652,,,,,,18,0,61,61,18,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,3.6038,34,3.0513,,,,,,47,0,62,62,47,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,32,32,space,2.3549,11,1.786,,,,,,30,0,63,63,30,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,32,32,space,2.1072,19,1.4321,,,,,,82,0,64,64,82,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,36,32,space,2.0885,25,1.77,,,,,,52,0,65,65,52,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,49,32,space,2.0651,35,1.7304,,,,,,4,0,66,66,4,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,2.1811,39,1.5695,,,,,,23,0,67,67,23,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,47,32,space,1.615,32,1.3278,,,,,,33,0,68,68,33,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,2.3415,25,1.2874,,,,,,11,0,69,69,11,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,37,32,space,2.2012,47,1.7891,,,,,,74,0,70,70,74,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,42,32,space,2.0616,9,1.8382,,,,,,79,0,71,71,79,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.1396,6,1.778,,,,,,1,0,72,72,1,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,2.5264,8,1.6926,,,,,,31,0,73,73,31,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,42,32,space,3.2035,29,2.8878,,,,,,66,0,74,74,66,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,31,32,space,2.3572,30,2.018,,,,,,17,0,75,75,17,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,31,32,space,1.9546,6,1.625,,,,,,63,0,76,76,63,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,47,32,space,2.1472,6,1.2354,,,,,,29,0,77,77,29,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,3.4519,1,3.2776,,,,,,8,0,78,78,8,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.6918,37,1.7958,,,,,,61,0,79,79,61,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,1.54,34,1.1104,,,,,,37,0,80,80,37,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,2.3412,32,1.8188,,,,,,46,0,81,81,46,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,28,32,space,2.9557,44,1.7924,,,,,,64,0,82,82,64,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,2.2014,49,1.6514,,,,,,84,0,83,83,84,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,2.9179,11,2.5984,,,,,,48,0,84,84,48,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,1.9184,15,1.5193,,,,,,49,1,0,85,49,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,3.1746,2,2.8531,,,,,,38,1,1,86,38,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,3.4047,23,2.8329,,,,,,17,1,2,87,17,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,38,32,space,2.0424,17,1.636,,,,,,60,1,3,88,60,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,46,32,space,1.9639,25,1.4753,,,,,,6,1,4,89,6,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,42,32,space,3.0927,1,2.3688,,,,,,63,1,5,90,63,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,47,32,space,1.7209,14,1.2179,,,,,,3,1,6,91,3,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,39,32,space,2.355,8,1.9708,,,,,,10,1,7,92,10,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,4.0258,2,3.7019,,,,,,51,1,8,93,51,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,38,32,space,1.8581,1,1.7338,,,,,,5,1,9,94,5,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,28,32,space,1.8585,1,1.7855,,,,,,8,1,10,95,8,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,39,32,space,3.0935,37,2.3689,,,,,,50,1,11,96,50,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,31,32,space,2.3249,2,2.0031,,,,,,2,1,12,97,2,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,2.527,35,1.6788,,,,,,46,1,13,98,46,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,1.9022,48,1.5207,,,,,,74,1,14,99,74,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,26,32,space,2.6084,48,1.2304,,,,,,84,1,15,100,84,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,3.9329,9,1.951,,,,,,71,1,16,101,71,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,9.3204,1,8.1383,,,,,,0,1,17,102,0,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,28,32,space,2.883,8,2.5479,,,,,,72,1,18,103,72,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,27,32,space,3.1712,4,2.8292,,,,,,15,1,19,104,15,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,32,32,space,3.5916,18,3.2048,,,,,,28,1,20,105,28,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,40,32,space,2.8417,11,2.4917,,,,,,43,1,21,106,43,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,45,32,space,1.9958,,,,,,,,11,1,22,107,11,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,49,32,space,4.2975,17,3.571,,,,,,24,1,23,108,24,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,2.1004,32,1.4544,,,,,,7,1,24,109,7,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,2.0227,20,1.586,,,,,,80,1,25,110,80,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,35,32,space,2.4577,49,1.8589,,,,,,45,1,26,111,45,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,26,32,space,2.1992,22,1.7475,,,,,,27,1,27,112,27,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.1918,31,1.6358,,,,,,76,1,28,113,76,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,49,32,space,2.421,44,1.3797,,,,,,81,1,29,114,81,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,2.2255,42,1.6544,,,,,,78,1,30,115,78,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,2.337,31,1.7335,,,,,,52,1,31,116,52,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,36,32,space,2.4084,36,1.2862,,,,,,61,1,32,117,61,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,45,32,space,2.7972,28,2.436,,,,,,37,1,33,118,37,1
