button.numClicks,button.timesOn,button.timesOff,participant,ProlificID,age,biological sex,date,expName,psychopyVersion,OS,frameRate,key_resp_sizecalibration.keys,key_resp_sizecalibration.rt,X Scale,Y Scale,key_resp_2.keys,key_resp_2.rt,key_resp_instruction2.keys,key_resp_instruction2.rt,start_specularN,condition,key_resp.keys,key_resp.rt,slider.response,slider.rt,practice_trial.thisRepN,practice_trial.thisTrialN,practice_trial.thisN,practice_trial.thisIndex,practice_trial.ran,imgN,main_trials.thisRepN,main_trials.thisTrialN,main_trials.thisN,main_trials.thisIndex,main_trials.ran
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,2.2643,21,1.9364,,,,,,41,1,34,119,41,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,28,32,space,1.974,31,1.6181,,,,,,33,1,35,120,33,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,35,32,space,1.9678,37,1.5543,,,,,,9,1,36,121,9,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,26,32,space,2.0942,47,1.6884,,,,,,58,1,37,122,58,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,27,32,space,1.659,41,1.1193,,,,,,25,1,38,123,25,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,1.517,32,1.1526,,,,,,18,1,39,124,18,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,2.199,38,1.8865,,,,,,56,1,40,125,56,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,40,32,space,1.8639,19,1.5041,,,,,,31,1,41,126,31,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,30,32,space,1.8917,11,1.5478,,,,,,1,1,42,127,1,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,50,32,space,6.3965,33,6.0999,,,,,,35,1,43,128,35,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,50,32,space,6.3275,25,5.9919,,,,,,39,1,44,129,39,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,35,32,space,3.1648,31,1.9038,,,,,,66,1,45,130,66,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,45,32,space,9.3243,15,9.084,,,,,,26,1,46,131,26,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,31,32,space,1.9919,12,1.701,,,,,,29,1,47,132,29,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,3.4583,5,3.203,,,,,,75,1,48,133,75,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,45,32,space,2.4696,2,2.1228,,,,,,42,1,49,134,42,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,50,32,space,2.9478,3,2.6391,,,,,,30,1,50,135,30,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.159,40,1.8053,,,,,,13,1,51,136,13,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,2.4787,8,2.2152,,,,,,19,1,52,137,19,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,2.426,32,1.8197,,,,,,21,1,53,138,21,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,49,32,space,2.0334,9,1.6971,,,,,,59,1,54,139,59,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,2.7076,47,2.3017,,,,,,34,1,55,140,34,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,36,32,space,2.6406,1,2.3547,,,,,,69,1,56,141,69,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,47,32,space,1.7583,7,1.4934,,,,,,14,1,57,142,14,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,46,32,space,6.0652,2,5.8597,,,,,,40,1,58,143,40,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,37,32,space,2.9315,1,2.667,,,,,,57,1,59,144,57,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,45,32,space,2.4903,36,2.1247,,,,,,23,1,60,145,23,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,38,32,space,1.8083,27,1.5582,,,,,,4,1,61,146,4,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,2.0269,7,1.683,,,,,,53,1,62,147,53,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,2.3843,43,2.0429,,,,,,62,1,63,148,62,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,29,32,space,2.0264,37,1.7591,,,,,,32,1,64,149,32,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,27,32,space,2.3934,26,2.1203,,,,,,70,1,65,150,70,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,1.988,45,1.718,,,,,,64,1,66,151,64,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,35,32,space,2.0666,20,1.8241,,,,,,55,1,67,152,55,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,41,32,space,3.4591,33,3.012,,,,,,68,1,68,153,68,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,2.8787,8,2.404,,,,,,48,1,69,154,48,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,35,32,space,2.6046,4,2.2914,,,,,,44,1,70,155,44,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,42,32,space,2.5077,34,1.8171,,,,,,67,1,71,156,67,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,33,32,space,1.7363,32,1.4373,,,,,,36,1,72,157,36,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,34,32,space,2.6554,2,2.1762,,,,,,65,1,73,158,65,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,31,32,space,4.5124,42,4.1787,,,,,,47,1,74,159,47,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,47,32,space,1.7402,36,1.3968,,,,,,82,1,75,160,82,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,2.2245,37,1.9042,,,,,,83,1,76,161,83,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,48,32,space,3.4409,46,3.1588,,,,,,20,1,77,162,20,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,46,32,space,3.4389,8,2.6832,,,,,,79,1,78,163,79,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,49,32,space,2.6557,35,2.1342,,,,,,77,1,79,164,77,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,1.9217,10,1.5993,,,,,,22,1,80,165,22,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,44,32,space,2.4279,15,2.1317,,,,,,54,1,81,166,54,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,47,32,space,2.1812,15,1.7108,,,,,,73,1,82,167,73,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,37,32,space,2.4935,3,2.167,,,,,,12,1,83,168,12,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,38,32,space,2.4068,1,2.1308,,,,,,16,1,84,169,16,1
,,,409,57b715b842195e000159f82b,38,female,2022-11-22_10h15.43.209,onlinegloss,2022.2.3,Win32,59.93048064,,,,,,,,,,,,,,,,,,,,,,,,,
