x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.503867,0,0.436863,0
0.523176,0,0.434876,0
0.491448,0,0.420407,0
0.473212,0,0.429482,0
0.581337,0,0.474532,0
0.538507,0,0.488766,0
0.583649,0,0.504392,0
0.534288,0,0.431873,0
0.571258,0,0.490101,0
0.603053,0,0.516473,0
0.53014,0,0.425823,0
0.620669,0,0.512805,0
0.626937,0,0.598458,0
0.625254,0,0.534716,0
0.635076,0,0.580909,0
0.625663,0,0.524408,0
0.649859,0,0.598704,0
0.616255,0,0.53062,0
0.602665,0,0.537994,0
0.662631,0,0.630558,0
0.659441,0,0.596105,0
0.671441,0,0.597456,0
0.687132,0,0.658699,0
0.668345,0,0.618767,0
0.66543,0,0.631938,0
0.6942,0,0.64815,0
0.542056,0,0.442183,0
0.698162,0,0.667333,0
0.667467,0,0.648576,0
0.708172,0,0.693069,0
0.696129,0,0.659936,0
0.671396,0,0.606617,0
0.70941,0,0.681045,0
0.694093,0,0.640138,0
0.729,0,0.693177,0
0.731198,0,0.6976,0
0.770752,0,0.740042,0
0.746417,0,0.697479,0
0.759098,0,0.725528,0
0.746738,0,0.713563,0
0.746388,0,0.704848,0
0.760882,0,0.737019,0
0.752396,0,0.730986,0
0.757627,0,0.726567,0
0.717714,0,0.70178,0
0.76316,0,0.723021,0
0.752757,0,0.719505,0
0.771702,0,0.736539,0
0.764276,0,0.735174,0
0.792715,0,0.764464,0
0.797143,0,0.776222,0
0.796803,0,0.777892,0
0.775861,0,0.747268,0
0.786465,0,0.760677,0
0.788029,0,0.769853,0
0.80322,0,0.778036,0
0.777868,0,0.756915,0
0.792126,0,0.768927,0
0.807944,0,0.789806,0
0.774657,0,0.743308,0
0.795345,0,0.780764,0
0.80246,0,0.780304,0
0.794195,0,0.776633,0
0.797856,0,0.780156,0
0.79744,0,0.787146,0
0.77641,0,0.759627,0
0.806946,0,0.774146,0
0.813215,0,0.795942,0
0.808769,0,0.798105,0
0.786239,0,0.771795,0
0.807885,0,0.781614,0
0.825939,0,0.816552,0
0.804186,0,0.789938,0
0.807894,0,0.801395,0
0.807898,0,0.795318,0
0.811026,0,0.802324,0
0.81073,0,0.801327,0
0.818304,0,0.805315,0
0.816334,0,0.811511,0
0.821847,0,0.812351,0
0.810061,0,0.802694,0
0.820505,0,0.817727,0
0.827829,0,0.819961,0
0.81975,0,0.814978,0
0.825632,0,0.815642,0
0.816858,0,0.807816,0
0.825673,0,0.818822,0
0.831003,0,0.828329,0
0.822181,0,0.813826,0
0.823173,0,0.8174,0
