x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.526841,0,0.564522,0
0.552043,0,0.563702,0
0.51744,0,0.507046,0
0.505896,0,0.515386,0
0.454041,0,0.487757,0
0.583098,0,0.568292,0
0.594832,0,0.614529,0
0.606723,0,0.58338,0
0.565329,0,0.559396,0
0.599988,0,0.611902,0
0.592148,0,0.582683,0
0.600943,0,0.599151,0
0.630847,0,0.625999,0
0.577102,0,0.594996,0
0.633697,0,0.640775,0
0.593119,0,0.610143,0
0.625653,0,0.631658,0
0.654426,0,0.638705,0
0.658572,0,0.647664,0
0.671508,0,0.673595,0
0.675302,0,0.675472,0
0.67548,0,0.683399,0
0.680417,0,0.677535,0
0.68093,0,0.68106,0
0.686183,0,0.682645,0
0.675514,0,0.679673,0
0.635112,0,0.635622,0
0.704808,0,0.713873,0
0.683487,0,0.683658,0
0.709853,0,0.707097,0
0.715557,0,0.719122,0
0.707898,0,0.714774,0
0.730817,0,0.744357,0
0.688124,0,0.684603,0
0.736655,0,0.740379,0
0.747018,0,0.751748,0
0.735755,0,0.735425,0
0.759745,0,0.769451,0
0.758401,0,0.76134,0
0.760528,0,0.773934,0
0.765438,0,0.774491,0
0.766325,0,0.780199,0
0.777349,0,0.780506,0
0.760892,0,0.752874,0
0.757766,0,0.75029,0
0.76867,0,0.776815,0
0.784213,0,0.802747,0
0.770633,0,0.766766,0
0.769658,0,0.780964,0
0.791099,0,0.800355,0
0.771756,0,0.777197,0
0.789633,0,0.804074,0
0.779407,0,0.785241,0
0.786195,0,0.796933,0
0.801529,0,0.815955,0
0.805806,0,0.825295,0
0.799927,0,0.809443,0
0.805642,0,0.817537,0
0.810323,0,0.823829,0
0.801807,0,0.811921,0
0.800687,0,0.815646,0
0.803704,0,0.819133,0
0.796913,0,0.808981,0
0.800836,0,0.814458,0
0.809232,0,0.822847,0
0.805288,0,0.810785,0
0.813338,0,0.820245,0
0.820799,0,0.835907,0
0.814458,0,0.831318,0
0.810448,0,0.831185,0
0.828077,0,0.844655,0
0.814438,0,0.830798,0
0.827745,0,0.843404,0
0.824907,0,0.838442,0
0.81889,0,0.830458,0
0.832039,0,0.847827,0
0.828988,0,0.845474,0
0.82032,0,0.837896,0
0.818591,0,0.833362,0
0.821252,0,0.83737,0
0.831077,0,0.850862,0
0.835802,0,0.855831,0
0.833945,0,0.853234,0
0.831702,0,0.847121,0
0.834075,0,0.847917,0
0.831975,0,0.847156,0
0.835191,0,0.853414,0
0.836251,0,0.855173,0
0.835337,0,0.852757,0
0.836072,0,0.853963,0
