x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.52141,0,0.465669,0
0.509336,0,0.447568,0
0.526366,0,0.494962,0
0.523932,0,0.44281,0
0.371037,0,0.336115,0
0.551104,0,0.483519,0
0.47842,0,0.415638,0
0.562158,0,0.509131,0
0.559507,0,0.512691,0
0.591317,0,0.561495,0
0.607592,0,0.53166,0
0.581842,0,0.537776,0
0.610493,0,0.530465,0
0.604998,0,0.530387,0
0.631151,0,0.589616,0
0.648261,0,0.624777,0
0.663367,0,0.623736,0
0.676366,0,0.637917,0
0.481768,0,0.459662,0
0.649902,0,0.613163,0
0.684657,0,0.652746,0
0.639115,0,0.606693,0
0.686952,0,0.653234,0
0.700393,0,0.677634,0
0.723917,0,0.701305,0
0.725856,0,0.699392,0
0.740929,0,0.720188,0
0.733805,0,0.701313,0
0.713401,0,0.658845,0
0.743482,0,0.708671,0
0.760364,0,0.740572,0
0.761433,0,0.735778,0
0.759962,0,0.73589,0
0.739988,0,0.722826,0
0.765267,0,0.740954,0
0.757772,0,0.728972,0
0.756425,0,0.727094,0
0.780253,0,0.76492,0
0.783896,0,0.774414,0
0.757342,0,0.735109,0
0.786702,0,0.763293,0
0.787418,0,0.771774,0
0.77955,0,0.757318,0
0.788692,0,0.777749,0
0.770514,0,0.744308,0
0.802098,0,0.802061,0
0.793939,0,0.78257,0
0.784194,0,0.777475,0
0.804263,0,0.791965,0
0.796147,0,0.782768,0
0.818329,0,0.806592,0
0.81674,0,0.805262,0
0.80471,0,0.800472,0
0.808526,0,0.797861,0
0.824528,0,0.816033,0
0.821649,0,0.818473,0
0.828372,0,0.826346,0
0.818895,0,0.814195,0
0.828959,0,0.831738,0
0.824986,0,0.823048,0
0.829988,0,0.824853,0
0.829444,0,0.82818,0
0.835464,0,0.832881,0
0.816053,0,0.802712,0
0.826934,0,0.822378,0
0.826763,0,0.826524,0
0.828187,0,0.826926,0
0.838323,0,0.835857,0
0.833066,0,0.831973,0
0.834184,0,0.829489,0
0.838314,0,0.85001,0
0.836524,0,0.831276,0
0.834909,0,0.834954,0
0.833244,0,0.830247,0
0.843329,0,0.845382,0
0.835608,0,0.839426,0
0.846325,0,0.848905,0
0.847855,0,0.849609,0
0.839293,0,0.844808,0
0.842916,0,0.848431,0
0.85069,0,0.850412,0
0.853725,0,0.858267,0
0.851954,0,0.856059,0
0.849617,0,0.848506,0
0.851239,0,0.857053,0
0.850081,0,0.849926,0
0.852686,0,0.858413,0
0.855303,0,0.862939,0
0.854616,0,0.858875,0
0.854583,0,0.858026,0
