x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.55247,0,0.556808,0
0.10392,0.251266,0.152597,0.096137
0.628127,0,0.600756,0
0.596267,0,0.661661,0
0.638647,0,0.644417,0
0.627336,0,0.661544,0
0.643072,0,0.684053,0
0.663825,0,0.708776,0
0.642764,0,0.647301,0
0.667449,0,0.721746,0
0.671533,0,0.672889,0
0.648102,0,0.674928,0
0.564802,0,0.585325,0
0.685964,0,0.719949,0
0.699218,0,0.746096,0
0.719315,0,0.751438,0
0.667024,0,0.685789,0
0.705942,0,0.744481,0
0.682932,0,0.695978,0
0.711169,0,0.751426,0
0.721738,0,0.756834,0
0.751216,0,0.769716,0
0.755615,0,0.766762,0
0.766859,0,0.794746,0
0.766998,0,0.793209,0
0.758831,0,0.799724,0
0.743067,0,0.773993,0
0.777134,0,0.822128,0
0.776238,0,0.80907,0
0.757409,0,0.778994,0
0.778211,0,0.816466,0
0.761548,0,0.79679,0
0.792035,0,0.828309,0
0.791667,0,0.812742,0
0.782875,0,0.817449,0
0.77225,0,0.80311,0
0.787628,0,0.819558,0
0.81345,0,0.836657,0
0.792258,0,0.827198,0
0.808855,0,0.85183,0
0.825825,0,0.85907,0
0.807779,0,0.844836,0
0.824604,0,0.868286,0
0.802835,0,0.849525,0
0.807909,0,0.851592,0
0.796718,0,0.839317,0
0.793365,0,0.830787,0
0.825386,0,0.858208,0
0.81778,0,0.85961,0
0.813862,0,0.857873,0
0.808272,0,0.855466,0
0.838902,0,0.878777,0
0.822308,0,0.859248,0
0.81153,0,0.854057,0
0.838621,0,0.885789,0
0.828958,0,0.880521,0
0.804498,0,0.846867,0
0.82502,0,0.861339,0
0.834456,0,0.88156,0
0.799602,0,0.847973,0
0.826492,0,0.860871,0
0.827975,0,0.875466,0
0.829572,0,0.879507,0
0.819537,0,0.871874,0
0.844101,0,0.891534,0
0.830502,0,0.872635,0
0.840445,0,0.891053,0
0.840195,0,0.888657,0
0.837002,0,0.893946,0
0.843549,0,0.899976,0
0.842063,0,0.889491,0
0.826427,0,0.87473,0
0.84623,0,0.890953,0
0.849035,0,0.899265,0
0.837331,0,0.889824,0
0.848219,0,0.90073,0
0.845759,0,0.891506,0
0.832185,0,0.886765,0
0.842883,0,0.897792,0
0.831477,0,0.883369,0
0.848577,0,0.8997,0
0.835112,0,0.885566,0
0.843252,0,0.897557,0
0.846296,0,0.896593,0
0.840618,0,0.891759,0
0.838823,0,0.891702,0
0.837524,0,0.889934,0
0.84559,0,0.898907,0
0.846774,0,0.901906,0
0.847561,0,0.903029,0
