# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.458036,0.000000,0.455535,0.000000
0.456093,0.000000,0.421388,0.000000
0.462368,0.000000,0.453763,0.000000
0.439210,0.000000,0.404125,0.000000
0.450387,0.000000,0.435199,0.000000
0.509699,0.000000,0.503959,0.000000
0.519800,0.000000,0.506577,0.000000
0.535119,0.000000,0.544562,0.000000
0.550617,0.000000,0.555636,0.000000
0.571837,0.000000,0.538474,0.000000
0.548655,0.000000,0.560150,0.000000
0.560805,0.000000,0.558237,0.000000
0.574679,0.000000,0.547896,0.000000
0.606702,0.000000,0.576752,0.000000
0.643106,0.000000,0.620982,0.000000
0.624514,0.000000,0.623778,0.000000
0.623451,0.000000,0.621527,0.000000
0.619890,0.000000,0.621542,0.000000
0.670200,0.000000,0.658828,0.000000
0.647076,0.000000,0.626300,0.000000
0.683569,0.000000,0.676813,0.000000
0.693162,0.000000,0.682498,0.000000
0.691316,0.000000,0.693779,0.000000
0.690439,0.000000,0.674854,0.000000
0.696571,0.000000,0.687133,0.000000
0.697733,0.000000,0.682982,0.000000
0.708456,0.000000,0.699166,0.000000
0.707646,0.000000,0.692744,0.000000
0.640342,0.000000,0.627209,0.000000
0.724397,0.000000,0.718482,0.000000
0.662083,0.000000,0.646215,0.000000
0.733611,0.000000,0.726387,0.000000
0.738490,0.000000,0.741878,0.000000
0.746804,0.000000,0.741530,0.000000
0.731823,0.000000,0.725633,0.000000
0.742166,0.000000,0.735573,0.000000
0.755948,0.000000,0.752443,0.000000
0.740062,0.000000,0.719562,0.000000
0.757274,0.000000,0.757651,0.000000
0.732993,0.000000,0.728156,0.000000
0.763788,0.000000,0.764066,0.000000
0.643140,0.000000,0.615463,0.000000
0.763982,0.000000,0.766075,0.000000
0.780919,0.000000,0.787435,0.000000
0.780810,0.000000,0.775740,0.000000
0.783899,0.000000,0.791427,0.000000
0.781191,0.000000,0.784246,0.000000
0.737305,0.000000,0.725007,0.000000
0.785813,0.000000,0.787657,0.000000
0.786255,0.000000,0.793747,0.000000
0.784191,0.000000,0.792288,0.000000
0.783807,0.000000,0.787241,0.000000
0.790362,0.000000,0.798917,0.000000
0.780224,0.000000,0.795291,0.000000
0.781092,0.000000,0.784681,0.000000
0.796832,0.000000,0.802625,0.000000
0.783149,0.000000,0.792278,0.000000
0.801257,0.000000,0.805791,0.000000
0.778922,0.000000,0.783154,0.000000
0.804543,0.000000,0.812765,0.000000
0.790399,0.000000,0.800887,0.000000
0.807142,0.000000,0.814001,0.000000
0.810166,0.000000,0.817211,0.000000
0.809980,0.000000,0.818025,0.000000
0.809037,0.000000,0.821548,0.000000
0.808069,0.000000,0.812622,0.000000
0.805398,0.000000,0.815881,0.000000
0.808145,0.000000,0.820494,0.000000
0.809579,0.000000,0.815673,0.000000
0.812761,0.000000,0.824389,0.000000
0.816343,0.000000,0.823235,0.000000
0.815810,0.000000,0.824837,0.000000
0.814016,0.000000,0.821809,0.000000
0.815894,0.000000,0.823632,0.000000
0.820005,0.000000,0.829258,0.000000
0.822446,0.000000,0.830643,0.000000
0.819418,0.000000,0.831043,0.000000
0.820560,0.000000,0.828318,0.000000
0.825169,0.000000,0.830395,0.000000
0.824830,0.000000,0.835544,0.000000
0.825785,0.000000,0.835574,0.000000
0.822180,0.000000,0.828280,0.000000
0.827972,0.000000,0.834457,0.000000
0.829369,0.000000,0.838424,0.000000
0.829944,0.000000,0.838873,0.000000
0.830389,0.000000,0.838563,0.000000
0.833678,0.000000,0.843410,0.000000
0.834013,0.000000,0.842515,0.000000
0.833667,0.000000,0.841973,0.000000
0.834839,0.000000,0.844216,0.000000
