# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.170743,0.002041,0.198549,0.000323
0.180227,0.001121,0.205299,0.000199
0.183985,0.000877,0.215923,0.000089
0.187811,0.000679,0.142224,0.010372
0.173454,0.001725,0.160012,0.003880
0.181598,0.001025,0.189781,0.000594
0.169105,0.002257,0.178127,0.001283
0.164138,0.003045,0.190783,0.000555
0.142352,0.010302,0.160693,0.003730
0.178945,0.001218,0.107880,0.052381
0.158137,0.004325,0.109710,0.048483
0.186869,0.000724,0.128125,0.021063
0.169603,0.002189,0.124937,0.024513
0.169329,0.002226,0.129239,0.019961
0.172112,0.001875,0.165971,0.002729
0.152022,0.006111,0.092068,0.098058
0.161268,0.003606,0.120184,0.030557
0.168395,0.002357,0.176684,0.001407
0.168449,0.002349,0.133437,0.016246
0.149594,0.006987,0.122440,0.027545
0.150199,0.006758,0.107795,0.052566
0.162919,0.003273,0.119414,0.031647
0.169198,0.002244,0.117302,0.034809
0.158978,0.004120,0.137132,0.013492
0.163508,0.003161,0.142826,0.010049
0.158426,0.004254,0.125877,0.023448
0.172523,0.001828,0.127467,0.021738
0.165010,0.002891,0.126396,0.022878
0.157536,0.004477,0.116760,0.035663
0.159502,0.003997,0.120206,0.030526
