x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.427035,0,0.47858,0
0.411997,0,0.431343,0
0.440034,0,0.474972,0
0.452992,0,0.538244,0
0.60551,0,0.587774,0
0.470536,0,0.558845,0
0.550985,0,0.624859,0
0.676197,0,0.680963,0
0.629312,0,0.656887,0
0.668877,0,0.656623,0
0.65111,0,0.63813,0
0.719802,0,0.693292,0
0.465663,0,0.520572,0
0.659429,0,0.700342,0
0.64628,0,0.617764,0
0.756226,0,0.756994,0
0.723432,0,0.676841,0
0.741537,0,0.767022,0
0.761374,0,0.747428,0
0.794827,0,0.790883,0
0.774475,0,0.782217,0
0.811084,0,0.806001,0
0.788096,0,0.78509,0
0.785133,0,0.747793,0
0.812146,0,0.799305,0
0.811904,0,0.790154,0
0.798438,0,0.792283,0
0.810758,0,0.791949,0
0.808621,0,0.779404,0
0.8179,0,0.815149,0
0.803597,0,0.799082,0
0.789197,0,0.769019,0
0.823023,0,0.813834,0
0.815491,0,0.810371,0
0.795524,0,0.772564,0
0.807358,0,0.783547,0
0.805497,0,0.789462,0
0.805524,0,0.79456,0
0.802037,0,0.757312,0
0.828981,0,0.813804,0
0.8262,0,0.814727,0
0.823176,0,0.826034,0
0.826022,0,0.806075,0
0.820008,0,0.803402,0
0.817642,0,0.821929,0
0.743778,0,0.633066,0
0.836092,0,0.821032,0
0.841564,0,0.828703,0
0.829524,0,0.814417,0
0.832887,0,0.830301,0
0.838646,0,0.823044,0
0.839295,0,0.825759,0
0.845003,0,0.831121,0
0.826027,0,0.802878,0
0.846425,0,0.83762,0
0.84921,0,0.84532,0
0.833972,0,0.810417,0
0.835338,0,0.810592,0
0.827648,0,0.823249,0
0.829516,0,0.803361,0
0.831904,0,0.8076,0
0.842217,0,0.84008,0
0.848221,0,0.838282,0
0.842931,0,0.827365,0
0.844681,0,0.836623,0
0.844812,0,0.833592,0
0.844638,0,0.833642,0
0.846167,0,0.828092,0
0.835771,0,0.817864,0
0.853632,0,0.849221,0
0.850029,0,0.831998,0
0.836406,0,0.813565,0
0.848932,0,0.839971,0
0.840908,0,0.815729,0
0.845203,0,0.82554,0
0.852007,0,0.847647,0
0.850694,0,0.839471,0
0.850202,0,0.835308,0
0.850051,0,0.840103,0
0.847359,0,0.827839,0
0.834863,0,0.812881,0
0.84687,0,0.825256,0
0.852683,0,0.839292,0
0.852204,0,0.839881,0
0.847919,0,0.831544,0
0.843547,0,0.822516,0
0.847321,0,0.827956,0
0.84987,0,0.837852,0
0.848905,0,0.835656,0
0.846317,0,0.828096,0
