# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.185340,0.000801,0.148618,0.007369
0.136278,0.014089,0.124349,0.025200
0.090441,0.104165,0.070973,0.202597
0.047931,0.389838,0.039412,0.479597
0.145307,0.008810,0.138564,0.012540
0.142928,0.009995,0.146485,0.008271
-0.011822,0.832128,0.010739,0.847300
0.119204,0.031951,0.085923,0.122711
0.163026,0.003252,0.137141,0.013486
0.115064,0.038450,0.110030,0.047828
0.085426,0.124897,0.080419,0.148660
0.107239,0.053805,0.095351,0.086605
0.116156,0.036636,0.101969,0.066784
0.143369,0.009766,0.135906,0.014356
0.122939,0.026915,0.104896,0.059291
0.044579,0.423870,0.031707,0.569585
0.093684,0.092279,0.089487,0.107884
0.128839,0.020351,0.118285,0.033306
0.135139,0.014921,0.115887,0.037075
0.068456,0.219116,0.053780,0.334550
0.066111,0.235347,0.064286,0.248556
0.151927,0.006143,0.134228,0.015618
0.117597,0.034352,0.093667,0.092339
0.158334,0.004276,0.147488,0.007836
0.133527,0.016173,0.116700,0.035759
0.172203,0.001865,0.167206,0.002533
0.140938,0.011093,0.140908,0.011110
0.172068,0.001881,0.167569,0.002478
0.146665,0.008191,0.127204,0.022013
0.103448,0.062904,0.107877,0.052387
0.110201,0.047480,0.099418,0.073933
0.148001,0.007621,0.134443,0.015451
0.101636,0.067682,0.090427,0.104222
0.159167,0.004075,0.154392,0.005352
0.150957,0.006482,0.133731,0.016010
0.123364,0.026388,0.115188,0.038240
0.143522,0.009687,0.139187,0.012145
0.187691,0.000685,0.175829,0.001486
0.174847,0.001581,0.165963,0.002730
0.145422,0.008756,0.140635,0.011269
0.162021,0.003451,0.154818,0.005225
0.139650,0.011858,0.145623,0.008663
0.139295,0.012078,0.140632,0.011271
0.153537,0.005615,0.160425,0.003788
0.090745,0.103004,0.096704,0.082208
0.144525,0.009185,0.153605,0.005594
0.157352,0.004524,0.165906,0.002739
0.143162,0.009872,0.142859,0.010032
0.126169,0.023126,0.126432,0.022838
0.131704,0.017699,0.131028,0.018296
0.132166,0.017301,0.130468,0.018804
0.102783,0.064625,0.098174,0.077636
0.127916,0.021275,0.130165,0.019084
0.127138,0.022083,0.126473,0.022794
0.129131,0.020066,0.146427,0.008297
0.132759,0.016801,0.133782,0.015970
0.128102,0.021087,0.118980,0.032276
0.128338,0.020848,0.116436,0.036182
0.106567,0.055333,0.115158,0.038290
0.111874,0.044191,0.112326,0.043337
0.117325,0.034773,0.111774,0.044382
0.140735,0.011211,0.150436,0.006671
0.133843,0.015921,0.139885,0.011715
0.112142,0.043683,0.133686,0.016046
0.121050,0.029370,0.125742,0.023599
0.126424,0.022848,0.125232,0.024175
0.122964,0.026884,0.119999,0.030816
0.125143,0.024276,0.129309,0.019893
0.143218,0.009844,0.128506,0.020680
0.123115,0.026696,0.130381,0.018884
0.128659,0.020529,0.121611,0.028622
0.126149,0.023148,0.137763,0.013065
0.154970,0.005181,0.157107,0.004588
0.136302,0.014072,0.134233,0.015615
0.130242,0.019012,0.129265,0.019936
0.126024,0.023286,0.131756,0.017654
0.133343,0.016322,0.126085,0.023218
0.119498,0.031527,0.124438,0.025095
0.121377,0.028931,0.127280,0.021934
0.131700,0.017702,0.128471,0.020716
0.117898,0.033892,0.130442,0.018828
0.135320,0.014786,0.128583,0.020603
0.120855,0.029634,0.127775,0.021420
0.145649,0.008650,0.148613,0.007371
0.118238,0.033377,0.115983,0.036918
0.128528,0.020658,0.131584,0.017804
0.131185,0.018156,0.136007,0.014283
0.131920,0.017512,0.131029,0.018295
0.119246,0.031889,0.123041,0.026787
0.122749,0.027154,0.123233,0.026549
