# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.181717,0.001017,0.147991,0.007625
0.232134,0.000024,0.178736,0.001234
0.223008,0.000051,0.180394,0.001109
0.211306,0.000127,0.158330,0.004277
0.224254,0.000046,0.169860,0.002155
0.213494,0.000108,0.185289,0.000804
0.226774,0.000038,0.185379,0.000799
0.224816,0.000044,0.170237,0.002106
0.211714,0.000123,0.156414,0.004773
0.228919,0.000032,0.176164,0.001454
0.269410,0.000001,0.221570,0.000057
0.243195,0.000010,0.202565,0.000242
0.255325,0.000003,0.212074,0.000120
0.233370,0.000022,0.181450,0.001035
0.239913,0.000013,0.193591,0.000458
0.222311,0.000054,0.175243,0.001542
0.244302,0.000009,0.193181,0.000471
0.238352,0.000014,0.187725,0.000683
0.239881,0.000013,0.189770,0.000595
0.233667,0.000021,0.186176,0.000758
0.242653,0.000010,0.198521,0.000324
0.230906,0.000027,0.179304,0.001190
0.234251,0.000020,0.188745,0.000638
0.221253,0.000059,0.171162,0.001989
0.243870,0.000009,0.203456,0.000227
0.237576,0.000015,0.185068,0.000816
0.235467,0.000018,0.182399,0.000973
0.254876,0.000003,0.216740,0.000084
0.233883,0.000021,0.182937,0.000939
0.236162,0.000017,0.186882,0.000723
