# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.324703,0.000000,0.344952,0.000000
0.424096,0.000000,0.528092,0.000000
0.362751,0.000000,0.314168,0.000000
0.505761,0.000000,0.487174,0.000000
0.005794,0.917250,-0.049668,0.372865
0.644981,0.000000,0.667740,0.000000
0.555025,0.000000,0.561652,0.000000
0.423341,0.000000,0.453064,0.000000
0.415207,0.000000,0.386977,0.000000
0.650569,0.000000,0.685332,0.000000
0.510040,0.000000,0.547148,0.000000
0.505301,0.000000,0.536734,0.000000
0.521733,0.000000,0.555959,0.000000
0.610257,0.000000,0.627222,0.000000
0.628000,0.000000,0.631923,0.000000
0.367749,0.000000,0.386061,0.000000
0.635813,0.000000,0.642568,0.000000
0.589718,0.000000,0.601217,0.000000
0.493723,0.000000,0.521454,0.000000
0.580039,0.000000,0.591115,0.000000
0.656883,0.000000,0.658636,0.000000
0.644319,0.000000,0.659631,0.000000
0.669372,0.000000,0.671749,0.000000
0.592477,0.000000,0.613531,0.000000
0.662628,0.000000,0.667591,0.000000
0.534756,0.000000,0.573343,0.000000
0.626377,0.000000,0.634846,0.000000
0.544948,0.000000,0.563622,0.000000
0.582257,0.000000,0.596639,0.000000
0.601845,0.000000,0.620116,0.000000
0.691194,0.000000,0.694825,0.000000
0.619276,0.000000,0.617490,0.000000
0.609278,0.000000,0.615964,0.000000
0.563901,0.000000,0.567363,0.000000
0.620912,0.000000,0.631729,0.000000
0.636595,0.000000,0.648811,0.000000
0.468471,0.000000,0.474020,0.000000
0.592477,0.000000,0.602288,0.000000
0.652100,0.000000,0.653612,0.000000
0.626818,0.000000,0.642257,0.000000
0.600022,0.000000,0.608130,0.000000
0.521991,0.000000,0.517447,0.000000
0.594185,0.000000,0.601733,0.000000
0.596892,0.000000,0.609371,0.000000
0.572428,0.000000,0.596257,0.000000
0.567933,0.000000,0.589617,0.000000
0.652862,0.000000,0.664839,0.000000
0.625197,0.000000,0.641614,0.000000
0.580750,0.000000,0.579347,0.000000
0.527426,0.000000,0.541343,0.000000
0.569089,0.000000,0.584118,0.000000
0.634447,0.000000,0.640425,0.000000
0.551194,0.000000,0.551436,0.000000
0.585303,0.000000,0.591178,0.000000
0.594129,0.000000,0.615390,0.000000
0.599799,0.000000,0.603254,0.000000
0.614971,0.000000,0.620420,0.000000
0.483146,0.000000,0.493743,0.000000
0.609150,0.000000,0.626083,0.000000
0.645216,0.000000,0.657552,0.000000
0.613465,0.000000,0.638304,0.000000
0.576858,0.000000,0.581067,0.000000
0.604540,0.000000,0.601714,0.000000
0.597563,0.000000,0.598622,0.000000
0.570876,0.000000,0.582702,0.000000
0.665300,0.000000,0.680368,0.000000
0.680014,0.000000,0.689297,0.000000
0.594224,0.000000,0.608681,0.000000
0.590405,0.000000,0.593077,0.000000
0.587869,0.000000,0.598053,0.000000
0.646118,0.000000,0.672895,0.000000
0.647136,0.000000,0.661403,0.000000
0.643647,0.000000,0.657752,0.000000
0.621223,0.000000,0.638148,0.000000
0.595351,0.000000,0.625199,0.000000
0.626239,0.000000,0.630960,0.000000
0.599582,0.000000,0.613639,0.000000
0.574175,0.000000,0.577483,0.000000
0.616282,0.000000,0.631962,0.000000
0.617837,0.000000,0.617625,0.000000
0.588194,0.000000,0.594221,0.000000
0.608059,0.000000,0.617942,0.000000
0.601681,0.000000,0.603663,0.000000
0.616307,0.000000,0.614920,0.000000
0.615677,0.000000,0.626520,0.000000
0.597961,0.000000,0.611414,0.000000
0.591377,0.000000,0.597421,0.000000
0.610716,0.000000,0.616149,0.000000
0.583283,0.000000,0.594879,0.000000
0.608174,0.000000,0.613729,0.000000
