x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.512966,0,0.469622,0
0.54529,0,0.493825,0
0.525659,0,0.499957,0
0.527175,0,0.467383,0
0.525924,0,0.495883,0
0.513336,0,0.434875,0
0.544045,0,0.506005,0
0.451243,0,0.413237,0
0.512846,0,0.474124,0
0.454429,0,0.391556,0
0.500481,0,0.425953,0
0.46525,0,0.428405,0
0.453537,0,0.417887,0
0.427174,0,0.381515,0
0.506599,0,0.450185,0
0.418859,0,0.39371,0
0.520827,0,0.497027,0
0.486779,0,0.447215,0
0.491893,0,0.453324,0
0.531482,0,0.455587,0
0.337938,0,0.292743,2.3e-05
0.453095,0,0.429118,0
0.506899,0,0.444686,0
0.48389,0,0.420051,0
0.507767,0,0.46951,0
0.50571,0,0.457069,0
0.459494,0,0.396308,0
0.486189,0,0.448359,0
0.464336,0,0.417107,0
0.383018,0,0.363534,0
0.493936,0,0.471673,0
0.421164,0,0.388562,0
0.503532,0,0.449435,0
0.488445,0,0.431147,0
0.463598,0,0.423706,0
0.407943,0,0.372039,0
0.438089,0,0.388767,0
0.439514,0,0.351977,0
0.422978,0,0.387606,0
0.462915,0,0.397015,0
0.423652,0,0.355552,0
0.496006,0,0.450537,0
0.44251,0,0.398137,0
0.418207,0,0.377533,0
0.452939,0,0.388091,0
0.425879,0,0.361221,0
0.410896,0,0.367492,0
0.382604,0,0.365764,0
0.449405,0,0.397606,0
0.521254,0,0.433739,0
0.456465,0,0.401708,0
0.466805,0,0.405593,0
0.464276,0,0.405427,0
0.485658,0,0.410624,0
0.487184,0,0.416609,0
0.466266,0,0.422693,0
0.398084,0,0.347069,0
0.451682,0,0.399315,0
0.416009,0,0.346069,0
0.408929,0,0.346053,0
0.444133,0,0.393367,0
0.47686,0,0.42591,0
0.443519,0,0.414505,0
0.477971,0,0.422565,0
0.507371,0,0.435308,0
0.504584,0,0.430702,0
0.520305,0,0.434683,0
0.471026,0,0.395423,0
0.472824,0,0.424951,0
0.453795,0,0.398436,0
0.470069,0,0.410648,0
0.482344,0,0.425102,0
0.503391,0,0.439787,0
0.385925,0,0.363794,0
0.451884,0,0.403961,0
0.5017,0,0.426772,0
0.496823,0,0.443406,0
0.500499,0,0.430397,0
0.479142,0,0.409114,0
0.485978,0,0.417563,0
0.426044,0,0.371932,0
0.501818,0,0.426824,0
0.488886,0,0.419499,0
0.481684,0,0.413186,0
0.498088,0,0.426359,0
0.489148,0,0.417429,0
0.48655,0,0.41783,0
0.483671,0,0.419605,0
0.466615,0,0.404711,0
0.489645,0,0.424419,0
