# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.068613,0.218058,0.036016,0.518288
0.088912,0.110179,0.136418,0.013990
0.132797,0.016770,0.178162,0.001280
0.098152,0.077704,0.155556,0.005012
0.142516,0.010214,0.195322,0.000406
0.111366,0.045169,0.103405,0.063017
0.133685,0.016047,0.149796,0.006910
0.097970,0.078259,0.106663,0.055113
0.155162,0.005125,0.139435,0.011991
0.202425,0.000245,0.207860,0.000164
0.183386,0.000912,0.173060,0.001768
0.136406,0.013998,0.124821,0.024647
0.183845,0.000885,0.175528,0.001514
0.180374,0.001110,0.157425,0.004505
0.199387,0.000305,0.211161,0.000128
0.208188,0.000160,0.193971,0.000446
0.188244,0.000660,0.189549,0.000604
0.237171,0.000016,0.226996,0.000037
0.214332,0.000101,0.215446,0.000093
0.198712,0.000320,0.224105,0.000047
0.187762,0.000682,0.189722,0.000597
0.213513,0.000107,0.204113,0.000217
0.247684,0.000006,0.247180,0.000007
0.204671,0.000208,0.240381,0.000012
0.213062,0.000111,0.220842,0.000061
0.212126,0.000119,0.196295,0.000379
0.279933,0.000000,0.260947,0.000002
0.266087,0.000001,0.245401,0.000008
0.239647,0.000013,0.231504,0.000026
0.248836,0.000006,0.234718,0.000020
