x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.545021,0,0.592093,0
0.512709,0,0.528982,0
0.679468,0,0.693345,0
0.550361,0,0.599561,0
0.473533,0,0.555783,0
0.630323,0,0.64664,0
0.64737,0,0.701628,0
0.671956,0,0.684538,0
0.666978,0,0.663852,0
0.547637,0,0.584477,0
0.639874,0,0.637249,0
0.625062,0,0.594425,0
0.651612,0,0.637504,0
0.642577,0,0.605617,0
0.609587,0,0.577941,0
0.658841,0,0.621147,0
0.607971,0,0.604251,0
0.657563,0,0.656583,0
0.660195,0,0.647265,0
0.666596,0,0.66494,0
0.662547,0,0.663774,0
0.69611,0,0.712963,0
0.638769,0,0.61335,0
0.687741,0,0.708846,0
0.706148,0,0.743619,0
0.68261,0,0.68747,0
0.691644,0,0.722719,0
0.702549,0,0.726186,0
0.691905,0,0.694258,0
0.706678,0,0.756657,0
0.712769,0,0.7278,0
0.707257,0,0.753279,0
0.715558,0,0.755391,0
0.711579,0,0.750421,0
0.702448,0,0.730457,0
0.707224,0,0.721032,0
0.689355,0,0.714478,0
0.725267,0,0.757565,0
0.728672,0,0.763714,0
0.739356,0,0.796064,0
0.736426,0,0.774638,0
0.738839,0,0.793096,0
0.720005,0,0.756659,0
0.709499,0,0.73338,0
0.727932,0,0.780155,0
0.723872,0,0.761761,0
0.735913,0,0.785309,0
0.706348,0,0.755913,0
0.717455,0,0.749717,0
0.729268,0,0.787949,0
0.734723,0,0.788915,0
0.738321,0,0.794426,0
0.732447,0,0.787218,0
0.723053,0,0.779549,0
0.729383,0,0.783827,0
0.735452,0,0.796371,0
0.745142,0,0.809321,0
0.736553,0,0.791369,0
0.73873,0,0.799154,0
0.746015,0,0.817184,0
0.721786,0,0.777878,0
0.723173,0,0.772989,0
0.7362,0,0.801393,0
0.730741,0,0.794404,0
0.702977,0,0.751601,0
0.754004,0,0.823235,0
0.734326,0,0.809854,0
0.712097,0,0.770765,0
0.742547,0,0.814476,0
0.733574,0,0.797607,0
0.735183,0,0.811536,0
0.716327,0,0.776459,0
0.736386,0,0.811235,0
0.739162,0,0.817712,0
0.700966,0,0.768814,0
0.728247,0,0.798484,0
0.73153,0,0.798113,0
0.726472,0,0.804307,0
0.730529,0,0.807886,0
0.731131,0,0.80482,0
0.733926,0,0.809101,0
0.728087,0,0.80563,0
0.741526,0,0.826048,0
0.732824,0,0.814156,0
0.732277,0,0.809377,0
0.735967,0,0.821033,0
0.724699,0,0.805422,0
0.731919,0,0.811818,0
0.730187,0,0.811164,0
0.734059,0,0.817101,0
