# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.256089,0.000003,0.232331,0.000024
-0.287652,0.000000,-0.223230,0.000050
0.215345,0.000093,0.197592,0.000346
0.208320,0.000159,0.188604,0.000644
0.192749,0.000485,0.155963,0.004897
0.247581,0.000006,0.231752,0.000025
0.155030,0.005163,0.130535,0.018742
0.220557,0.000062,0.206239,0.000185
0.204699,0.000208,0.169615,0.002188
0.002762,0.960496,0.029513,0.596601
0.359338,0.000000,0.313163,0.000000
0.191580,0.000526,0.183039,0.000933
-0.054582,0.327375,-0.023516,0.673238
0.304064,0.000000,0.273390,0.000001
0.209641,0.000144,0.213967,0.000104
0.293073,0.000000,0.263337,0.000002
0.079037,0.155784,0.105447,0.057961
0.192159,0.000505,0.159639,0.003966
0.168236,0.002380,0.161597,0.003538
0.213986,0.000104,0.221381,0.000058
0.127321,0.021891,0.153294,0.005693
0.223475,0.000049,0.225483,0.000042
0.109196,0.049553,0.142771,0.010078
0.232622,0.000023,0.213105,0.000111
0.185153,0.000811,0.201111,0.000269
0.318186,0.000000,0.293089,0.000000
0.320337,0.000000,0.287460,0.000000
0.248308,0.000006,0.231344,0.000026
0.294905,0.000000,0.293573,0.000000
0.325307,0.000000,0.304833,0.000000
0.357342,0.000000,0.348194,0.000000
0.360147,0.000000,0.344157,0.000000
0.226863,0.000038,0.244385,0.000009
0.364725,0.000000,0.354070,0.000000
0.348647,0.000000,0.333335,0.000000
0.256502,0.000003,0.267115,0.000001
0.324665,0.000000,0.321942,0.000000
0.257624,0.000003,0.262134,0.000002
0.297566,0.000000,0.287912,0.000000
0.306608,0.000000,0.299807,0.000000
0.287569,0.000000,0.294232,0.000000
0.246373,0.000007,0.259409,0.000002
0.235611,0.000018,0.258608,0.000002
0.273890,0.000001,0.282827,0.000000
0.323045,0.000000,0.338819,0.000000
0.384402,0.000000,0.386630,0.000000
0.343579,0.000000,0.354603,0.000000
0.323009,0.000000,0.341607,0.000000
0.288678,0.000000,0.305978,0.000000
0.338035,0.000000,0.357216,0.000000
0.391231,0.000000,0.416707,0.000000
0.368978,0.000000,0.386216,0.000000
0.295019,0.000000,0.318177,0.000000
0.446107,0.000000,0.447152,0.000000
0.347120,0.000000,0.357173,0.000000
0.396398,0.000000,0.411195,0.000000
0.387349,0.000000,0.389232,0.000000
0.285400,0.000000,0.321192,0.000000
0.374967,0.000000,0.362468,0.000000
0.302957,0.000000,0.317692,0.000000
0.380888,0.000000,0.397766,0.000000
0.270861,0.000001,0.285188,0.000000
0.240871,0.000012,0.246820,0.000007
0.286366,0.000000,0.298282,0.000000
0.327080,0.000000,0.348491,0.000000
0.413012,0.000000,0.429861,0.000000
0.410865,0.000000,0.412979,0.000000
0.439146,0.000000,0.451753,0.000000
0.403961,0.000000,0.417061,0.000000
0.418434,0.000000,0.438011,0.000000
0.366816,0.000000,0.379440,0.000000
0.446855,0.000000,0.466748,0.000000
0.325775,0.000000,0.345120,0.000000
0.452649,0.000000,0.471278,0.000000
0.350786,0.000000,0.362835,0.000000
0.483259,0.000000,0.493351,0.000000
0.416205,0.000000,0.441911,0.000000
0.389787,0.000000,0.405750,0.000000
0.487225,0.000000,0.508403,0.000000
0.451409,0.000000,0.460390,0.000000
0.466062,0.000000,0.478174,0.000000
0.410476,0.000000,0.424433,0.000000
0.477633,0.000000,0.498947,0.000000
0.421734,0.000000,0.430938,0.000000
0.444757,0.000000,0.461582,0.000000
0.439824,0.000000,0.453438,0.000000
0.420820,0.000000,0.439449,0.000000
0.422611,0.000000,0.440134,0.000000
0.435721,0.000000,0.450312,0.000000
0.443520,0.000000,0.456921,0.000000
