# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.205970,0.000189,0.201941,0.000254
0.116954,0.035355,0.093727,0.092129
-0.072938,0.190348,-0.031527,0.571782
0.178735,0.001234,0.230242,0.000029
0.293902,0.000000,0.289773,0.000000
0.138002,0.012906,0.153841,0.005521
0.303790,0.000000,0.304974,0.000000
0.351729,0.000000,0.350139,0.000000
0.309145,0.000000,0.278388,0.000000
0.331951,0.000000,0.318025,0.000000
0.356873,0.000000,0.340490,0.000000
0.275406,0.000000,0.275720,0.000000
0.232993,0.000023,0.223566,0.000049
0.305671,0.000000,0.305595,0.000000
0.316800,0.000000,0.321880,0.000000
0.333334,0.000000,0.318411,0.000000
0.268557,0.000001,0.278442,0.000000
0.310142,0.000000,0.291315,0.000000
0.292088,0.000000,0.283704,0.000000
0.237475,0.000016,0.249281,0.000006
0.138503,0.012579,0.138861,0.012350
0.291774,0.000000,0.299813,0.000000
0.285737,0.000000,0.300441,0.000000
0.320021,0.000000,0.292596,0.000000
0.270465,0.000001,0.290116,0.000000
0.293309,0.000000,0.265541,0.000001
0.248315,0.000006,0.246707,0.000007
0.284325,0.000000,0.295677,0.000000
0.314084,0.000000,0.304214,0.000000
0.318277,0.000000,0.304733,0.000000
0.321566,0.000000,0.303315,0.000000
0.346403,0.000000,0.325910,0.000000
0.328096,0.000000,0.318183,0.000000
0.340192,0.000000,0.326881,0.000000
0.342043,0.000000,0.325707,0.000000
0.297842,0.000000,0.299502,0.000000
0.281855,0.000000,0.253056,0.000004
0.302952,0.000000,0.297847,0.000000
0.346840,0.000000,0.332158,0.000000
0.351077,0.000000,0.335695,0.000000
0.361535,0.000000,0.344728,0.000000
0.365678,0.000000,0.354469,0.000000
0.323597,0.000000,0.306067,0.000000
0.321495,0.000000,0.311767,0.000000
0.375072,0.000000,0.361752,0.000000
0.335962,0.000000,0.310784,0.000000
0.382319,0.000000,0.378356,0.000000
0.389846,0.000000,0.368203,0.000000
0.382950,0.000000,0.365340,0.000000
0.359180,0.000000,0.341944,0.000000
0.382702,0.000000,0.370968,0.000000
0.413817,0.000000,0.411181,0.000000
0.370438,0.000000,0.400173,0.000000
0.409807,0.000000,0.416700,0.000000
0.396836,0.000000,0.385822,0.000000
0.432859,0.000000,0.431134,0.000000
0.426869,0.000000,0.421413,0.000000
0.404942,0.000000,0.400697,0.000000
0.438290,0.000000,0.442471,0.000000
0.437908,0.000000,0.431662,0.000000
0.416601,0.000000,0.433604,0.000000
0.440509,0.000000,0.426074,0.000000
0.427044,0.000000,0.421260,0.000000
0.451024,0.000000,0.447318,0.000000
0.446571,0.000000,0.434353,0.000000
0.454907,0.000000,0.453779,0.000000
0.443098,0.000000,0.439589,0.000000
0.450799,0.000000,0.452696,0.000000
0.452155,0.000000,0.440260,0.000000
0.442355,0.000000,0.442601,0.000000
0.462999,0.000000,0.459610,0.000000
0.452179,0.000000,0.453581,0.000000
0.485721,0.000000,0.490227,0.000000
0.476893,0.000000,0.470153,0.000000
0.471729,0.000000,0.459551,0.000000
0.460758,0.000000,0.476535,0.000000
0.469917,0.000000,0.467168,0.000000
0.474876,0.000000,0.470112,0.000000
0.472883,0.000000,0.471540,0.000000
0.487674,0.000000,0.504589,0.000000
0.483429,0.000000,0.477635,0.000000
0.470150,0.000000,0.476095,0.000000
0.475872,0.000000,0.461402,0.000000
0.485246,0.000000,0.478741,0.000000
0.484347,0.000000,0.481257,0.000000
0.474516,0.000000,0.471360,0.000000
0.494024,0.000000,0.502346,0.000000
0.491611,0.000000,0.496174,0.000000
0.493778,0.000000,0.492193,0.000000
0.491129,0.000000,0.493023,0.000000
