x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.522839,0,0.424092,0
0.533464,0,0.462038,0
0.530091,0,0.455095,0
0.459491,0,0.440592,0
0.550936,0,0.48272,0
0.558768,0,0.475291,0
0.512906,0,0.45976,0
0.541102,0,0.510348,0
0.55681,0,0.498953,0
0.550247,0,0.52173,0
0.591124,0,0.524635,0
0.591298,0,0.524634,0
0.611808,0,0.569321,0
0.605752,0,0.569864,0
0.631246,0,0.622933,0
0.612729,0,0.545835,0
0.633404,0,0.60288,0
0.645589,0,0.599975,0
0.63057,0,0.58683,0
0.610872,0,0.574173,0
0.630022,0,0.58895,0
0.636776,0,0.576153,0
0.637582,0,0.585495,0
0.672563,0,0.648278,0
0.675013,0,0.656166,0
0.634417,0,0.60494,0
0.682566,0,0.651384,0
0.668651,0,0.637888,0
0.588693,0,0.5421,0
0.675781,0,0.643351,0
0.666835,0,0.633157,0
0.710046,0,0.688155,0
0.702285,0,0.673665,0
0.711797,0,0.67944,0
0.706105,0,0.67649,0
0.691472,0,0.655671,0
0.698341,0,0.662491,0
0.692763,0,0.644044,0
0.680624,0,0.642451,0
0.72023,0,0.695309,0
0.730358,0,0.702057,0
0.707537,0,0.668107,0
0.729493,0,0.704306,0
0.73722,0,0.713039,0
0.707496,0,0.668576,0
0.731476,0,0.69601,0
0.75012,0,0.727237,0
0.744418,0,0.727587,0
0.733321,0,0.70044,0
0.738517,0,0.706507,0
0.75492,0,0.730792,0
0.767157,0,0.74668,0
0.768219,0,0.742773,0
0.772446,0,0.749979,0
0.764671,0,0.74032,0
0.778884,0,0.752451,0
0.75427,0,0.737278,0
0.77942,0,0.75792,0
0.77489,0,0.76608,0
0.766463,0,0.732272,0
0.78825,0,0.767567,0
0.776295,0,0.771675,0
0.79724,0,0.788126,0
0.792298,0,0.774203,0
0.79112,0,0.792557,0
0.800942,0,0.797372,0
0.807476,0,0.789837,0
0.803995,0,0.791882,0
0.811538,0,0.803258,0
0.797241,0,0.77788,0
0.815152,0,0.806214,0
0.81119,0,0.800021,0
0.808209,0,0.798808,0
0.811887,0,0.806687,0
0.807476,0,0.795318,0
0.813857,0,0.806976,0
0.806319,0,0.792975,0
0.814339,0,0.814558,0
0.815268,0,0.803294,0
0.821953,0,0.824994,0
0.818996,0,0.813059,0
0.820109,0,0.813498,0
0.822317,0,0.820134,0
0.818305,0,0.809508,0
0.823242,0,0.821688,0
0.81967,0,0.812915,0
0.82097,0,0.817728,0
0.817642,0,0.80908,0
0.82173,0,0.815123,0
0.823665,0,0.817229,0
