# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.373691,0.000000,0.340003,0.000000
0.015969,0.319512,0.024184,0.131627
0.080378,0.000001,0.101962,0.000000
0.394191,0.000000,0.383878,0.000000
0.310101,0.000000,0.313908,0.000000
0.493426,0.000000,0.464750,0.000000
0.446626,0.000000,0.443966,0.000000
0.530042,0.000000,0.508917,0.000000
0.578676,0.000000,0.561463,0.000000
0.615839,0.000000,0.606407,0.000000
0.638998,0.000000,0.630506,0.000000
0.610937,0.000000,0.614793,0.000000
0.503970,0.000000,0.522580,0.000000
0.609090,0.000000,0.614000,0.000000
0.564002,0.000000,0.581405,0.000000
0.557182,0.000000,0.556367,0.000000
0.544772,0.000000,0.552027,0.000000
0.556329,0.000000,0.563142,0.000000
0.523744,0.000000,0.534383,0.000000
0.474087,0.000000,0.487949,0.000000
0.476020,0.000000,0.496362,0.000000
0.563582,0.000000,0.573094,0.000000
0.517704,0.000000,0.531271,0.000000
0.618258,0.000000,0.626987,0.000000
0.550618,0.000000,0.559169,0.000000
0.626663,0.000000,0.633321,0.000000
0.546182,0.000000,0.560614,0.000000
0.503207,0.000000,0.517561,0.000000
0.553749,0.000000,0.566196,0.000000
0.530264,0.000000,0.543302,0.000000
0.533915,0.000000,0.547664,0.000000
0.572709,0.000000,0.584022,0.000000
0.506905,0.000000,0.527325,0.000000
0.550495,0.000000,0.553403,0.000000
0.541041,0.000000,0.553987,0.000000
0.574018,0.000000,0.584417,0.000000
0.530627,0.000000,0.545060,0.000000
0.594337,0.000000,0.605287,0.000000
0.536264,0.000000,0.545858,0.000000
0.514246,0.000000,0.533174,0.000000
0.531729,0.000000,0.550319,0.000000
0.518931,0.000000,0.532335,0.000000
0.547244,0.000000,0.558758,0.000000
0.494242,0.000000,0.507389,0.000000
0.578232,0.000000,0.588144,0.000000
0.536423,0.000000,0.549125,0.000000
0.576618,0.000000,0.580233,0.000000
0.571915,0.000000,0.580868,0.000000
0.545177,0.000000,0.548959,0.000000
0.557826,0.000000,0.562709,0.000000
0.540103,0.000000,0.549198,0.000000
0.562032,0.000000,0.572726,0.000000
0.527674,0.000000,0.540342,0.000000
0.532117,0.000000,0.547311,0.000000
0.557130,0.000000,0.560965,0.000000
0.583792,0.000000,0.590352,0.000000
0.556683,0.000000,0.566809,0.000000
0.499619,0.000000,0.512836,0.000000
0.554807,0.000000,0.563829,0.000000
0.525489,0.000000,0.533972,0.000000
0.540411,0.000000,0.549409,0.000000
0.479421,0.000000,0.493099,0.000000
0.586975,0.000000,0.591385,0.000000
0.580041,0.000000,0.587091,0.000000
0.564790,0.000000,0.572077,0.000000
0.575003,0.000000,0.582292,0.000000
0.516645,0.000000,0.533931,0.000000
0.526401,0.000000,0.536041,0.000000
0.536841,0.000000,0.544265,0.000000
0.535254,0.000000,0.543857,0.000000
0.508790,0.000000,0.521306,0.000000
0.532701,0.000000,0.544070,0.000000
0.547726,0.000000,0.553868,0.000000
0.560122,0.000000,0.567971,0.000000
0.527478,0.000000,0.536850,0.000000
0.561245,0.000000,0.569124,0.000000
0.549602,0.000000,0.557304,0.000000
0.562232,0.000000,0.568458,0.000000
0.549874,0.000000,0.557324,0.000000
0.507960,0.000000,0.521054,0.000000
0.535972,0.000000,0.539793,0.000000
0.548889,0.000000,0.556328,0.000000
0.544270,0.000000,0.552153,0.000000
0.543982,0.000000,0.551390,0.000000
0.536535,0.000000,0.547138,0.000000
0.541368,0.000000,0.550175,0.000000
0.539034,0.000000,0.547069,0.000000
0.544304,0.000000,0.551505,0.000000
0.551152,0.000000,0.556952,0.000000
0.547488,0.000000,0.553944,0.000000
