x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.4215,0,0.348076,0
0.281098,2.7e-05,0.271842,0.000122
0.465285,0,0.480744,0
0.462519,0,0.49374,0
0.446689,0,0.41335,0
0.438852,0,0.52182,0
0.530425,0,0.519776,0
0.559941,0,0.53828,0
0.519114,0,0.467448,0
0.578014,0,0.543184,0
0.582011,0,0.548912,0
0.609107,0,0.570924,0
0.553369,0,0.540124,0
0.596504,0,0.59455,0
0.631086,0,0.588455,0
0.600487,0,0.600645,0
0.623431,0,0.638901,0
0.583022,0,0.516368,0
0.6526,0,0.625408,0
0.665283,0,0.621867,0
0.699662,0,0.66617,0
0.651661,0,0.611595,0
0.605721,0,0.514197,0
0.666124,0,0.596418,0
0.689834,0,0.666724,0
0.674025,0,0.680116,0
0.714594,0,0.694178,0
0.712276,0,0.667917,0
0.71281,0,0.685961,0
0.656746,0,0.579097,0
0.730344,0,0.705308,0
0.638795,0,0.569843,0
0.738424,0,0.70139,0
0.740121,0,0.710174,0
0.710296,0,0.690862,0
0.703393,0,0.633845,0
0.751716,0,0.701761,0
0.745429,0,0.72249,0
0.750793,0,0.707263,0
0.751389,0,0.70402,0
0.755103,0,0.713162,0
0.74253,0,0.719573,0
0.770842,0,0.725503,0
0.761208,0,0.725816,0
0.767214,0,0.72216,0
0.752199,0,0.72521,0
0.7667,0,0.718845,0
0.761208,0,0.708129,0
0.737707,0,0.73318,0
0.753424,0,0.711453,0
0.777834,0,0.742975,0
0.763466,0,0.74094,0
0.78104,0,0.746347,0
0.755517,0,0.720122,0
0.769078,0,0.725897,0
0.788309,0,0.758233,0
0.789174,0,0.752516,0
0.783691,0,0.748315,0
0.787757,0,0.752346,0
0.78601,0,0.756267,0
0.7832,0,0.754546,0
0.760205,0,0.710642,0
0.739909,0,0.706182,0
0.779385,0,0.747928,0
0.800709,0,0.767206,0
0.790131,0,0.749545,0
0.77961,0,0.73955,0
0.772453,0,0.741879,0
0.779329,0,0.751429,0
0.787771,0,0.760645,0
0.785625,0,0.748914,0
0.803665,0,0.766932,0
0.788676,0,0.762773,0
0.79306,0,0.760606,0
0.794235,0,0.768054,0
0.791946,0,0.760694,0
0.797675,0,0.779294,0
0.806967,0,0.778344,0
0.808507,0,0.776524,0
0.804624,0,0.775098,0
0.8027,0,0.770724,0
0.799223,0,0.769295,0
0.808425,0,0.780281,0
0.801914,0,0.774485,0
0.811141,0,0.778196,0
0.808766,0,0.779317,0
0.810497,0,0.778907,0
0.810549,0,0.782271,0
0.807476,0,0.77699,0
0.807934,0,0.777805,0
