x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.470158,0,0.383633,0
0.415052,0,0.299075,1.4e-05
0.347235,0,0.250201,0.000578
0.335838,0,0.246935,0.00072
0.455261,0,0.38875,0
0.474164,0,0.39762,0
0.453596,0,0.384326,0
0.382725,0,0.312961,4e-06
0.453175,0,0.420381,0
0.399773,0,0.334502,1e-06
0.429784,0,0.363251,0
0.397596,0,0.36449,0
0.407303,0,0.378187,0
0.357332,0,0.370673,0
0.462929,0,0.478867,0
0.495541,0,0.544273,0
0.484328,0,0.502591,0
0.449377,0,0.453348,0
0.470197,0,0.477762,0
0.493937,0,0.501712,0
0.422427,0,0.412807,0
0.474659,0,0.457743,0
0.490537,0,0.459381,0
0.502311,0,0.490207,0
0.487609,0,0.46344,0
0.501643,0,0.478313,0
0.49605,0,0.470007,0
0.420503,0,0.402678,0
0.489215,0,0.470906,0
0.517664,0,0.504582,0
0.490905,0,0.461035,0
0.526492,0,0.507696,0
0.498104,0,0.477932,0
0.508397,0,0.483488,0
0.522546,0,0.499178,0
0.463366,0,0.44194,0
0.516515,0,0.490634,0
0.479951,0,0.442755,0
0.52585,0,0.501595,0
0.528052,0,0.507111,0
0.478052,0,0.445527,0
0.459457,0,0.434692,0
0.521814,0,0.497515,0
0.528513,0,0.509238,0
0.520011,0,0.485662,0
0.522737,0,0.493482,0
0.513964,0,0.479517,0
0.478682,0,0.452055,0
0.512926,0,0.482002,0
0.52985,0,0.490267,0
0.528649,0,0.495382,0
0.511172,0,0.477879,0
0.545638,0,0.492844,0
0.572494,0,0.538088,0
0.50354,0,0.459399,0
0.497043,0,0.461119,0
0.490287,0,0.447578,0
0.556748,0,0.522179,0
0.513389,0,0.488475,0
0.496697,0,0.466998,0
0.546589,0,0.507738,0
0.53067,0,0.486917,0
0.453115,0,0.427903,0
0.580477,0,0.535001,0
0.529516,0,0.485754,0
0.490784,0,0.450184,0
0.54635,0,0.506625,0
0.540278,0,0.491541,0
0.538195,0,0.506218,0
0.516215,0,0.476861,0
0.549417,0,0.515914,0
0.527235,0,0.493072,0
0.571571,0,0.541835,0
0.502551,0,0.464154,0
0.526474,0,0.485823,0
0.540785,0,0.499082,0
0.546821,0,0.503055,0
0.541161,0,0.501579,0
0.585256,0,0.557325,0
0.589502,0,0.548473,0
0.540805,0,0.509895,0
0.566456,0,0.516173,0
0.550303,0,0.500965,0
0.548006,0,0.506709,0
0.560108,0,0.515456,0
0.556924,0,0.515055,0
0.554486,0,0.506154,0
0.563921,0,0.520659,0
0.556216,0,0.511211,0
0.556068,0,0.509918,0
