x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.537401,0,0.563119,0
0.54396,0,0.56453,0
0.565451,0,0.623515,0
0.548349,0,0.600677,0
0.571777,0,0.638,0
0.573504,0,0.666668,0
0.52954,0,0.555786,0
0.587731,0,0.636064,0
0.583057,0,0.605694,0
0.536642,0,0.60573,0
0.587492,0,0.588453,0
0.611125,0,0.648277,0
0.574834,0,0.569425,0
0.671233,0,0.697223,0
0.683711,0,0.730825,0
0.632208,0,0.639676,0
0.654459,0,0.655023,0
0.670989,0,0.678682,0
0.674911,0,0.684755,0
0.653804,0,0.634188,0
0.640437,0,0.644438,0
0.693466,0,0.728928,0
0.682054,0,0.692312,0
0.729843,0,0.762283,0
0.731106,0,0.767236,0
0.626458,0,0.601981,0
0.690564,0,0.706823,0
0.624543,0,0.622347,0
0.68865,0,0.691705,0
0.71135,0,0.72558,0
0.720645,0,0.754188,0
0.665304,0,0.681476,0
0.696894,0,0.707654,0
0.745872,0,0.778162,0
0.710924,0,0.726727,0
0.719916,0,0.740486,0
0.713609,0,0.720802,0
0.712382,0,0.727442,0
0.597496,0,0.581092,0
0.747656,0,0.788112,0
0.752857,0,0.789252,0
0.688894,0,0.700859,0
0.745688,0,0.783049,0
0.747272,0,0.773517,0
0.739398,0,0.775961,0
0.744099,0,0.762718,0
0.713501,0,0.727566,0
0.735908,0,0.767127,0
0.754777,0,0.784984,0
0.738972,0,0.772442,0
0.748859,0,0.781146,0
0.712619,0,0.723395,0
0.63808,0,0.61291,0
0.762883,0,0.820938,0
0.75112,0,0.779863,0
0.769257,0,0.815181,0
0.759454,0,0.807158,0
0.756969,0,0.790007,0
0.760867,0,0.811456,0
0.767007,0,0.832336,0
0.761658,0,0.810778,0
0.76571,0,0.796439,0
0.75997,0,0.791013,0
0.767091,0,0.814611,0
0.73375,0,0.757203,0
0.777488,0,0.829764,0
0.756837,0,0.784643,0
0.74888,0,0.774905,0
0.765708,0,0.810969,0
0.737959,0,0.757028,0
0.770677,0,0.810112,0
0.759947,0,0.791594,0
0.771575,0,0.814136,0
0.77035,0,0.815278,0
0.768521,0,0.808819,0
0.765669,0,0.803734,0
0.778538,0,0.824386,0
0.779969,0,0.825782,0
0.778171,0,0.812351,0
0.77646,0,0.825929,0
0.773567,0,0.811407,0
0.781886,0,0.835893,0
0.774863,0,0.811779,0
0.776116,0,0.817546,0
0.778532,0,0.824375,0
0.77613,0,0.81644,0
0.7762,0,0.814317,0
0.777766,0,0.814414,0
0.779288,0,0.82208,0
0.780335,0,0.827336,0
