# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.053143,0.340312,0.023848,0.668888
0.100009,0.072223,0.092478,0.096566
0.078173,0.160370,0.078622,0.157977
0.129046,0.020148,0.134955,0.015060
0.157391,0.004514,0.162712,0.003313
0.077736,0.162730,0.057151,0.305088
0.125155,0.024262,0.108539,0.050949
0.170944,0.002016,0.151686,0.006226
0.106913,0.054542,0.086465,0.120358
0.199374,0.000305,0.189485,0.000607
0.194834,0.000420,0.185436,0.000796
0.123024,0.026808,0.109923,0.048047
0.141400,0.010829,0.121868,0.028284
0.157175,0.004570,0.137050,0.013548
0.199151,0.000310,0.183389,0.000912
0.167494,0.002489,0.173432,0.001727
0.180178,0.001124,0.188160,0.000663
0.153285,0.005695,0.159178,0.004073
0.136637,0.013835,0.106046,0.056542
0.199056,0.000312,0.219454,0.000068
0.139368,0.012032,0.116921,0.035407
0.145253,0.008836,0.198580,0.000323
0.145439,0.008748,0.144904,0.009002
0.128536,0.020650,0.104828,0.059455
0.241007,0.000012,0.231455,0.000026
0.249970,0.000005,0.289772,0.000000
0.179939,0.001142,0.222266,0.000054
0.181495,0.001032,0.263860,0.000001
0.161336,0.003592,0.165219,0.002855
0.220042,0.000065,0.256504,0.000003
0.194506,0.000429,0.188122,0.000665
0.206056,0.000188,0.212261,0.000118
0.184260,0.000861,0.201120,0.000269
0.240788,0.000012,0.305611,0.000000
0.222769,0.000052,0.222726,0.000052
0.230354,0.000028,0.237732,0.000015
0.188816,0.000635,0.187277,0.000704
0.244444,0.000009,0.280535,0.000000
0.209335,0.000147,0.207213,0.000172
0.208257,0.000160,0.274960,0.000000
0.200724,0.000277,0.216122,0.000088
0.277317,0.000000,0.270211,0.000001
0.224207,0.000047,0.254983,0.000003
0.280412,0.000000,0.302198,0.000000
0.287916,0.000000,0.310227,0.000000
0.218984,0.000070,0.275181,0.000000
0.274567,0.000001,0.287677,0.000000
0.366196,0.000000,0.380907,0.000000
0.275621,0.000000,0.293948,0.000000
0.280089,0.000000,0.314557,0.000000
0.327315,0.000000,0.368860,0.000000
0.280077,0.000000,0.260341,0.000002
0.305254,0.000000,0.331129,0.000000
0.319206,0.000000,0.331968,0.000000
0.308604,0.000000,0.303484,0.000000
0.302155,0.000000,0.300957,0.000000
0.301787,0.000000,0.303357,0.000000
0.321249,0.000000,0.327732,0.000000
0.319616,0.000000,0.325102,0.000000
0.323274,0.000000,0.320841,0.000000
0.336400,0.000000,0.350488,0.000000
0.304149,0.000000,0.308324,0.000000
0.299922,0.000000,0.297909,0.000000
0.309660,0.000000,0.322896,0.000000
0.314719,0.000000,0.319982,0.000000
0.334008,0.000000,0.361764,0.000000
0.323501,0.000000,0.323249,0.000000
0.356836,0.000000,0.378002,0.000000
0.337776,0.000000,0.347853,0.000000
0.310680,0.000000,0.319166,0.000000
0.339492,0.000000,0.355237,0.000000
0.328515,0.000000,0.344043,0.000000
0.359003,0.000000,0.368715,0.000000
0.320363,0.000000,0.315104,0.000000
0.378226,0.000000,0.395102,0.000000
0.332871,0.000000,0.343019,0.000000
0.325972,0.000000,0.327066,0.000000
0.329778,0.000000,0.338122,0.000000
0.356078,0.000000,0.376419,0.000000
0.354523,0.000000,0.376515,0.000000
0.312997,0.000000,0.306499,0.000000
0.325142,0.000000,0.327558,0.000000
0.350735,0.000000,0.354672,0.000000
0.346974,0.000000,0.351642,0.000000
0.352757,0.000000,0.362653,0.000000
0.334010,0.000000,0.336159,0.000000
0.353156,0.000000,0.361067,0.000000
0.351221,0.000000,0.356022,0.000000
0.347116,0.000000,0.353339,0.000000
0.350063,0.000000,0.355860,0.000000
