x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.579792,0,0.512573,0
0.560051,0,0.484295,0
0.588647,0,0.504013,0
0.599023,0,0.534215,0
0.327754,0,0.34009,0
0.63498,0,0.567711,0
0.585698,0,0.539291,0
0.657294,0,0.620537,0
0.66832,0,0.618889,0
0.667755,0,0.622729,0
0.61722,0,0.542315,0
0.679399,0,0.640545,0
0.479598,0,0.491912,0
0.694727,0,0.625756,0
0.714131,0,0.654478,0
0.706927,0,0.63286,0
0.740585,0,0.687936,0
0.722298,0,0.642862,0
0.718799,0,0.665893,0
0.717401,0,0.627568,0
0.640467,0,0.566933,0
0.730327,0,0.657446,0
0.707014,0,0.609423,0
0.740201,0,0.668401,0
0.762479,0,0.695241,0
0.764381,0,0.694366,0
0.756511,0,0.679353,0
0.774753,0,0.704232,0
0.786083,0,0.713021,0
0.770478,0,0.699418,0
0.714588,0,0.651092,0
0.793258,0,0.73156,0
0.79148,0,0.721976,0
0.789612,0,0.723347,0
0.753919,0,0.686942,0
0.791746,0,0.730063,0
0.751176,0,0.705789,0
0.781942,0,0.73182,0
0.800651,0,0.738064,0
0.814406,0,0.759814,0
0.803847,0,0.73696,0
0.784797,0,0.736696,0
0.791893,0,0.731336,0
0.814074,0,0.752168,0
0.80925,0,0.751537,0
0.818952,0,0.766888,0
0.80151,0,0.751147,0
0.791095,0,0.742804,0
0.816002,0,0.762856,0
0.790988,0,0.731005,0
0.818212,0,0.765632,0
0.799157,0,0.760459,0
0.794643,0,0.742149,0
0.798948,0,0.751048,0
0.808445,0,0.754197,0
0.803006,0,0.758337,0
0.821462,0,0.777714,0
0.803834,0,0.760423,0
0.808447,0,0.7757,0
0.805845,0,0.768328,0
0.815249,0,0.75702,0
0.82574,0,0.785359,0
0.818368,0,0.774771,0
0.815567,0,0.77566,0
0.811559,0,0.772665,0
0.825212,0,0.779495,0
0.79089,0,0.748517,0
0.820118,0,0.779544,0
0.819357,0,0.772506,0
0.815272,0,0.781391,0
0.805088,0,0.771033,0
0.826653,0,0.78717,0
0.810754,0,0.775075,0
0.815389,0,0.778214,0
0.801412,0,0.762636,0
0.816967,0,0.780532,0
0.818519,0,0.787158,0
0.828604,0,0.791467,0
0.818412,0,0.783076,0
0.817683,0,0.785304,0
0.81584,0,0.781471,0
0.829406,0,0.79783,0
0.825798,0,0.797188,0
0.820547,0,0.787586,0
0.815418,0,0.784052,0
0.808019,0,0.77127,0
0.820491,0,0.786369,0
0.820009,0,0.789371,0
0.818914,0,0.788331,0
0.822597,0,0.790685,0
