x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.422978,0,0.463882,0
0.44185,0,0.447531,0
0.41319,0,0.470433,0
0.436951,0,0.443623,0
0.460613,0,0.46587,0
0.429683,0,0.452841,0
0.475211,0,0.497587,0
0.483723,0,0.529627,0
0.487531,0,0.504403,0
0.50215,0,0.529201,0
0.524035,0,0.537193,0
0.526784,0,0.545242,0
0.344158,0,0.318513,2e-06
0.5153,0,0.555735,0
0.526332,0,0.563338,0
0.546174,0,0.560583,0
0.523385,0,0.536449,0
0.596907,0,0.599694,0
0.581214,0,0.602853,0
0.587441,0,0.602629,0
0.551744,0,0.548912,0
0.607659,0,0.596711,0
0.632387,0,0.638926,0
0.626773,0,0.641485,0
0.646405,0,0.65875,0
0.628536,0,0.630141,0
0.654982,0,0.662369,0
0.64188,0,0.644375,0
0.569217,0,0.549635,0
0.640103,0,0.614106,0
0.660296,0,0.687396,0
0.605235,0,0.591982,0
0.67276,0,0.688012,0
0.679566,0,0.697857,0
0.690659,0,0.705799,0
0.652561,0,0.646961,0
0.713065,0,0.711967,0
0.64549,0,0.644332,0
0.630231,0,0.607242,0
0.714532,0,0.713584,0
0.734528,0,0.731698,0
0.692008,0,0.681076,0
0.679475,0,0.673822,0
0.727639,0,0.72534,0
0.694536,0,0.688233,0
0.722349,0,0.709756,0
0.72833,0,0.720286,0
0.738733,0,0.754676,0
0.72052,0,0.726091,0
0.751437,0,0.754536,0
0.750372,0,0.74646,0
0.759844,0,0.768013,0
0.727304,0,0.750319,0
0.749841,0,0.765474,0
0.769488,0,0.777667,0
0.765139,0,0.772609,0
0.764474,0,0.760627,0
0.781227,0,0.784335,0
0.750009,0,0.77327,0
0.776741,0,0.785938,0
0.776167,0,0.788427,0
0.78053,0,0.786343,0
0.769605,0,0.779174,0
0.774844,0,0.787259,0
0.761844,0,0.769338,0
0.776175,0,0.787189,0
0.776015,0,0.789359,0
0.783827,0,0.797267,0
0.767344,0,0.774417,0
0.775176,0,0.78677,0
0.776954,0,0.780021,0
0.772941,0,0.778895,0
0.786458,0,0.797884,0
0.781802,0,0.790391,0
0.788359,0,0.804873,0
0.791428,0,0.802189,0
0.791866,0,0.807327,0
0.787431,0,0.797543,0
0.796489,0,0.808226,0
0.792622,0,0.800322,0
0.794786,0,0.805993,0
0.782384,0,0.798504,0
0.796018,0,0.811131,0
0.79054,0,0.804879,0
0.797247,0,0.806203,0
0.7889,0,0.804225,0
0.794135,0,0.813491,0
0.799131,0,0.81563,0
0.799926,0,0.814476,0
0.798469,0,0.814049,0
