# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.286677,0.000000,0.274022,0.000001
0.288749,0.000000,0.275889,0.000000
0.295275,0.000000,0.256805,0.000003
0.321289,0.000000,0.276151,0.000000
0.308636,0.000000,0.263227,0.000002
0.351785,0.000000,0.339817,0.000000
0.359172,0.000000,0.348029,0.000000
0.259219,0.000002,0.258268,0.000002
0.322328,0.000000,0.293757,0.000000
0.385362,0.000000,0.359771,0.000000
0.356978,0.000000,0.340369,0.000000
0.350938,0.000000,0.347253,0.000000
0.310684,0.000000,0.293152,0.000000
0.375485,0.000000,0.353535,0.000000
0.365736,0.000000,0.325395,0.000000
0.350350,0.000000,0.328228,0.000000
0.379076,0.000000,0.349137,0.000000
0.385369,0.000000,0.356488,0.000000
0.373759,0.000000,0.343479,0.000000
0.363336,0.000000,0.329159,0.000000
0.373848,0.000000,0.350928,0.000000
0.369730,0.000000,0.345555,0.000000
0.396526,0.000000,0.377495,0.000000
0.401350,0.000000,0.379523,0.000000
0.380205,0.000000,0.365880,0.000000
0.365513,0.000000,0.341927,0.000000
0.374023,0.000000,0.349865,0.000000
0.392175,0.000000,0.372728,0.000000
0.402185,0.000000,0.381625,0.000000
0.408346,0.000000,0.391745,0.000000
