x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.669694,0,0.602683,0
0.671299,0,0.567095,0
0.664379,0,0.559738,0
0.628964,0,0.600253,0
0.67065,0,0.556092,0
0.094936,0.324247,0.185806,0.023527
0.702835,0,0.599306,0
0.676621,0,0.590852,0
0.670471,0,0.595273,0
0.662949,0,0.597013,0
0.646308,0,0.559548,0
0.653389,0,0.569301,0
0.705759,0,0.618568,0
0.500155,0,0.507237,0
0.721392,0,0.65067,0
0.740488,0,0.683346,0
0.714911,0,0.655237,0
0.74106,0,0.66646,0
0.737726,0,0.656818,0
0.474248,0,0.4306,0
0.619765,0,0.591138,0
0.754165,0,0.731207,0
0.710288,0,0.663758,0
0.750632,0,0.691407,0
0.77044,0,0.733204,0
0.737035,0,0.688899,0
0.530304,0,0.544567,0
0.758213,0,0.714871,0
0.745529,0,0.722117,0
0.769194,0,0.742405,0
0.783514,0,0.748733,0
0.767363,0,0.739743,0
0.772833,0,0.734182,0
0.771567,0,0.740258,0
0.791786,0,0.763509,0
0.785318,0,0.765683,0
0.770424,0,0.721806,0
0.772445,0,0.764618,0
0.674335,0,0.696268,0
0.780043,0,0.741231,0
0.707481,0,0.691839,0
0.787536,0,0.772544,0
0.790224,0,0.759479,0
0.785363,0,0.768895,0
0.756558,0,0.745663,0
0.737801,0,0.726053,0
0.769715,0,0.749498,0
0.778289,0,0.754833,0
0.787743,0,0.765202,0
0.795859,0,0.765556,0
0.76002,0,0.741124,0
0.776323,0,0.753488,0
0.801911,0,0.777834,0
0.781376,0,0.746392,0
0.801149,0,0.778178,0
0.761544,0,0.743957,0
0.770785,0,0.765039,0
0.783495,0,0.746113,0
0.78744,0,0.764773,0
0.794522,0,0.785807,0
0.785756,0,0.750727,0
0.808239,0,0.80267,0
0.810903,0,0.799551,0
0.806177,0,0.779838,0
0.794252,0,0.771819,0
0.811496,0,0.79512,0
0.797886,0,0.787411,0
0.803322,0,0.794155,0
0.803573,0,0.795357,0
0.80309,0,0.787207,0
0.812256,0,0.805502,0
0.811925,0,0.813035,0
0.814489,0,0.806741,0
0.81925,0,0.817241,0
0.817146,0,0.817494,0
0.821562,0,0.811041,0
0.814029,0,0.804933,0
0.816016,0,0.812745,0
0.813597,0,0.810583,0
0.818827,0,0.81021,0
0.815848,0,0.815223,0
0.821906,0,0.820483,0
0.81691,0,0.81642,0
0.815135,0,0.820656,0
0.819369,0,0.821134,0
0.824834,0,0.821795,0
0.825021,0,0.821775,0
0.819852,0,0.820715,0
0.821578,0,0.821317,0
0.821264,0,0.821156,0
