x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.586737,0,0.481076,0
0.649728,0,0.535667,0
0.646449,0,0.539873,0
0.640275,0,0.521769,0
0.512032,0,0.447955,0
0.582863,0,0.520665,0
0.664649,0,0.546485,0
0.68141,0,0.601532,0
0.654135,0,0.58711,0
0.443042,0,0.438586,0
0.637548,0,0.548283,0
0.650167,0,0.602676,0
0.682976,0,0.629967,0
0.649946,0,0.607912,0
0.694713,0,0.636945,0
0.695219,0,0.617392,0
0.689873,0,0.615607,0
0.710424,0,0.616012,0
0.639723,0,0.62101,0
0.738761,0,0.690749,0
0.705896,0,0.646513,0
0.738568,0,0.664939,0
0.70572,0,0.663434,0
0.721478,0,0.693022,0
0.744573,0,0.667094,0
0.715758,0,0.690138,0
0.712264,0,0.660255,0
0.752175,0,0.705352,0
0.755878,0,0.693136,0
0.761209,0,0.723616,0
0.752037,0,0.725765,0
0.668518,0,0.63955,0
0.769744,0,0.725125,0
0.746179,0,0.683919,0
0.710738,0,0.666604,0
0.736211,0,0.683947,0
0.761439,0,0.720368,0
0.774557,0,0.713077,0
0.779978,0,0.753437,0
0.761523,0,0.738713,0
0.76922,0,0.717389,0
0.754041,0,0.696455,0
0.762887,0,0.737307,0
0.778376,0,0.740964,0
0.768706,0,0.71272,0
0.787484,0,0.747499,0
0.783951,0,0.745338,0
0.773192,0,0.726361,0
0.765981,0,0.736154,0
0.790666,0,0.770407,0
0.763086,0,0.718886,0
0.730881,0,0.687933,0
0.783675,0,0.740758,0
0.793834,0,0.763254,0
0.785147,0,0.731251,0
0.793664,0,0.760791,0
0.799628,0,0.769569,0
0.801017,0,0.770585,0
0.787315,0,0.75285,0
0.806038,0,0.779012,0
0.790619,0,0.755636,0
0.803773,0,0.777458,0
0.801707,0,0.766002,0
0.786944,0,0.747002,0
0.804735,0,0.770532,0
0.797073,0,0.754083,0
0.803327,0,0.77884,0
0.794718,0,0.772882,0
0.807493,0,0.771769,0
0.801642,0,0.774949,0
0.817961,0,0.787884,0
0.816605,0,0.784531,0
0.807336,0,0.783576,0
0.802424,0,0.765549,0
0.824322,0,0.790934,0
0.808194,0,0.77985,0
0.816223,0,0.780172,0
0.817134,0,0.788321,0
0.819576,0,0.793589,0
0.812891,0,0.781924,0
0.811666,0,0.784336,0
0.822198,0,0.795675,0
0.823895,0,0.793141,0
0.825689,0,0.789377,0
0.815654,0,0.780477,0
0.81915,0,0.783924,0
0.821935,0,0.792794,0
0.823931,0,0.79307,0
0.822374,0,0.793608,0
0.821054,0,0.791742,0
