x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.279568,1.3e-05,0.316083,3e-06
0.344994,0,0.339913,0
0.414996,0,0.443025,0
0.355336,0,0.429269,0
0.429137,0,0.494708,0
0.392047,0,0.483742,0
0.420325,0,0.509935,0
0.504142,0,0.564256,0
0.525164,0,0.568618,0
0.507627,0,0.523286,0
0.485583,0,0.548034,0
0.581319,0,0.578658,0
0.641901,0,0.654172,0
0.630421,0,0.651156,0
0.606952,0,0.630463,0
0.664289,0,0.666251,0
0.674109,0,0.68486,0
0.644027,0,0.677774,0
0.612006,0,0.640608,0
0.631448,0,0.659272,0
0.655731,0,0.665492,0
0.687972,0,0.698155,0
0.663253,0,0.67948,0
0.667398,0,0.671754,0
0.683114,0,0.696489,0
0.666671,0,0.686557,0
0.706005,0,0.712928,0
0.701944,0,0.699962,0
0.697238,0,0.711846,0
0.741411,0,0.749857,0
0.725398,0,0.738043,0
0.72403,0,0.739724,0
0.710171,0,0.723621,0
0.743592,0,0.762204,0
0.725762,0,0.750564,0
0.737736,0,0.749937,0
0.690857,0,0.709806,0
0.741099,0,0.768168,0
0.722513,0,0.727498,0
0.747962,0,0.764553,0
0.697675,0,0.708023,0
0.743891,0,0.767252,0
0.698892,0,0.682358,0
0.757041,0,0.764695,0
0.780365,0,0.810071,0
0.78339,0,0.80304,0
0.735382,0,0.763061,0
0.759597,0,0.78163,0
0.729736,0,0.779862,0
0.780766,0,0.808761,0
0.756965,0,0.791833,0
0.764187,0,0.785704,0
0.761527,0,0.792774,0
0.713673,0,0.75492,0
0.767076,0,0.79513,0
0.762444,0,0.792388,0
0.778074,0,0.803116,0
0.753858,0,0.782334,0
0.771672,0,0.800289,0
0.80087,0,0.826734,0
0.779106,0,0.798894,0
0.766386,0,0.79688,0
0.793052,0,0.825282,0
0.761581,0,0.799398,0
0.777968,0,0.802546,0
0.762546,0,0.792399,0
0.780387,0,0.803996,0
0.793831,0,0.819663,0
0.78748,0,0.816485,0
0.769667,0,0.803509,0
0.770571,0,0.80295,0
0.803573,0,0.829184,0
0.751006,0,0.789678,0
0.783605,0,0.814751,0
0.77644,0,0.801927,0
0.756355,0,0.784748,0
0.76156,0,0.796486,0
0.78759,0,0.817588,0
0.792046,0,0.815931,0
0.786544,0,0.812768,0
0.791968,0,0.817481,0
0.769788,0,0.80002,0
0.78366,0,0.81373,0
0.785824,0,0.814275,0
0.771538,0,0.802961,0
0.785294,0,0.812864,0
0.779115,0,0.806608,0
0.790012,0,0.817115,0
0.790295,0,0.818302,0
0.788575,0,0.818373,0
