# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.184756,0.000833,0.130671,0.018618
0.179063,0.001208,0.136975,0.013600
0.210858,0.000131,0.176217,0.001450
0.248018,0.000006,0.238545,0.000014
0.214205,0.000102,0.181149,0.001056
0.232837,0.000023,0.210846,0.000132
0.183492,0.000906,0.182506,0.000966
0.207548,0.000168,0.193544,0.000459
0.242687,0.000010,0.230882,0.000027
0.216223,0.000087,0.200582,0.000280
0.227435,0.000036,0.200703,0.000277
0.229933,0.000029,0.201799,0.000256
0.261186,0.000002,0.231411,0.000026
0.239328,0.000013,0.210578,0.000134
0.246226,0.000007,0.220243,0.000064
0.241070,0.000011,0.211825,0.000122
0.242000,0.000011,0.209989,0.000140
0.241444,0.000011,0.218684,0.000072
0.244839,0.000008,0.216345,0.000086
0.237995,0.000015,0.210246,0.000138
0.224416,0.000046,0.203656,0.000224
0.243922,0.000009,0.226093,0.000040
0.219567,0.000067,0.178185,0.001279
0.231587,0.000026,0.199161,0.000309
0.226170,0.000040,0.200254,0.000286
0.240997,0.000012,0.216369,0.000086
0.238148,0.000015,0.202237,0.000248
0.238356,0.000014,0.203269,0.000230
0.233543,0.000022,0.198117,0.000333
0.239593,0.000013,0.205817,0.000191
