x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.39592,0,0.426894,0
0.413551,0,0.479343,0
0.425608,0,0.489323,0
0.462324,0,0.550975,0
0.562189,0,0.618355,0
0.681308,0,0.651318,0
0.67432,0,0.658666,0
0.715823,0,0.696312,0
0.622257,0,0.642184,0
0.697484,0,0.680997,0
0.73141,0,0.705478,0
0.746235,0,0.74065,0
0.561396,0,0.597506,0
0.71454,0,0.690421,0
0.721755,0,0.689346,0
0.750417,0,0.740797,0
0.762146,0,0.73773,0
0.781664,0,0.756299,0
0.758702,0,0.773298,0
0.775813,0,0.751273,0
0.768464,0,0.739884,0
0.788252,0,0.775781,0
0.79547,0,0.768311,0
0.796271,0,0.78989,0
0.740616,0,0.684092,0
0.785356,0,0.766775,0
0.79369,0,0.757321,0
0.802347,0,0.770761,0
0.783646,0,0.745445,0
0.787227,0,0.739573,0
0.803824,0,0.792576,0
0.777805,0,0.723514,0
0.797154,0,0.77595,0
0.822893,0,0.808521,0
0.786978,0,0.735842,0
0.831324,0,0.820697,0
0.824106,0,0.811126,0
0.826378,0,0.81891,0
0.814715,0,0.791737,0
0.820718,0,0.792634,0
0.810482,0,0.774847,0
0.813075,0,0.788994,0
0.828698,0,0.826578,0
0.806769,0,0.790221,0
0.815255,0,0.785375,0
0.833022,0,0.81985,0
0.834426,0,0.812929,0
0.834675,0,0.824357,0
0.826725,0,0.823228,0
0.835386,0,0.820288,0
0.814969,0,0.804134,0
0.788733,0,0.738991,0
0.821736,0,0.791664,0
0.827055,0,0.801985,0
0.83028,0,0.811091,0
0.827724,0,0.809338,0
0.826036,0,0.828378,0
0.819729,0,0.79738,0
0.800785,0,0.761191,0
0.821561,0,0.801221,0
0.829414,0,0.820276,0
0.822478,0,0.799419,0
0.817016,0,0.80226,0
0.830136,0,0.803977,0
0.816416,0,0.785541,0
0.832244,0,0.831938,0
0.834474,0,0.837346,0
0.818625,0,0.791137,0
0.826569,0,0.804356,0
0.831058,0,0.819236,0
0.803424,0,0.756332,0
0.839998,0,0.830699,0
0.835981,0,0.816496,0
0.825038,0,0.801661,0
0.836973,0,0.823541,0
0.837574,0,0.820951,0
0.838862,0,0.821973,0
0.829471,0,0.809211,0
0.839477,0,0.834101,0
0.824567,0,0.810908,0
0.838901,0,0.824385,0
0.84311,0,0.830313,0
0.833557,0,0.811309,0
0.843718,0,0.834054,0
0.840475,0,0.822661,0
0.839241,0,0.823317,0
0.838297,0,0.823133,0
0.838102,0,0.821524,0
0.841292,0,0.826675,0
0.839975,0,0.825267,0
