x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.508938,0,0.555969,0
0.51685,0,0.520324,0
0.505486,0,0.520575,0
0.531073,0,0.521017,0
0.545006,0,0.524125,0
0.56955,0,0.590474,0
0.576794,0,0.591752,0
0.607725,0,0.576208,0
0.635316,0,0.620702,0
0.591024,0,0.592513,0
0.64856,0,0.645293,0
0.598633,0,0.575232,0
0.66488,0,0.677886,0
0.66022,0,0.672507,0
0.629883,0,0.593419,0
0.682948,0,0.69204,0
0.696145,0,0.708267,0
0.713355,0,0.719055,0
0.695082,0,0.680758,0
0.690976,0,0.650551,0
0.704771,0,0.714257,0
0.706116,0,0.709764,0
0.732689,0,0.739669,0
0.728508,0,0.740751,0
0.724952,0,0.715118,0
0.746482,0,0.750548,0
0.742318,0,0.743365,0
0.748897,0,0.755463,0
0.765832,0,0.77646,0
0.750776,0,0.751328,0
0.769092,0,0.780082,0
0.778902,0,0.786966,0
0.779283,0,0.791096,0
0.773226,0,0.786773,0
0.800902,0,0.811216,0
0.770799,0,0.780447,0
0.78332,0,0.798568,0
0.777135,0,0.78852,0
0.779184,0,0.797108,0
0.80165,0,0.820305,0
0.789971,0,0.805053,0
0.81067,0,0.822624,0
0.790271,0,0.803633,0
0.807585,0,0.820409,0
0.806882,0,0.81666,0
0.781584,0,0.771007,0
0.805424,0,0.817392,0
0.815133,0,0.827047,0
0.801245,0,0.813337,0
0.818849,0,0.845458,0
0.815841,0,0.828797,0
0.818326,0,0.839445,0
0.813759,0,0.83585,0
0.816778,0,0.831629,0
0.823894,0,0.840188,0
0.821507,0,0.850537,0
0.816801,0,0.842419,0
0.828127,0,0.849406,0
0.829346,0,0.848549,0
0.81918,0,0.844785,0
0.829915,0,0.852455,0
0.840559,0,0.864071,0
0.829753,0,0.856665,0
0.839162,0,0.860807,0
0.822089,0,0.835554,0
0.839595,0,0.860037,0
0.831796,0,0.853768,0
0.823966,0,0.843947,0
0.829385,0,0.851206,0
0.842311,0,0.858999,0
0.854857,0,0.88174,0
0.821397,0,0.84049,0
0.852226,0,0.877901,0
0.841004,0,0.859598,0
0.836492,0,0.855819,0
0.851337,0,0.876104,0
0.844078,0,0.866344,0
0.851654,0,0.873637,0
0.851364,0,0.876684,0
0.856551,0,0.88485,0
0.854784,0,0.87389,0
0.855078,0,0.878084,0
0.859667,0,0.88959,0
0.849557,0,0.870679,0
0.857806,0,0.884106,0
0.860709,0,0.885153,0
0.859079,0,0.884458,0
0.858364,0,0.884235,0
0.862621,0,0.887082,0
0.862571,0,0.887048,0
