x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.283783,9e-06,0.282828,5.2e-05
0.335914,0,0.286325,3.9e-05
0.503219,0,0.476463,0
0.370122,0,0.427701,0
0.381811,0,0.394604,0
0.425774,0,0.46236,0
0.495252,0,0.453714,0
0.500478,0,0.520072,0
0.544206,0,0.546724,0
0.497234,0,0.58344,0
0.504208,0,0.559957,0
0.534845,0,0.581918,0
0.515141,0,0.586771,0
0.559389,0,0.583001,0
0.621534,0,0.620451,0
0.611171,0,0.622679,0
0.565454,0,0.610372,0
0.624837,0,0.621032,0
0.595664,0,0.583545,0
0.658789,0,0.649571,0
0.560494,0,0.590023,0
0.671886,0,0.665141,0
0.667296,0,0.61984,0
0.588151,0,0.518836,0
0.609689,0,0.55427,0
0.616244,0,0.597212,0
0.613322,0,0.555388,0
0.585609,0,0.532211,0
0.642544,0,0.602013,0
0.460727,0,0.383643,0
0.624998,0,0.527213,0
0.612795,0,0.612728,0
0.645153,0,0.628856,0
0.639274,0,0.598315,0
0.564046,0,0.463202,0
0.629597,0,0.613167,0
0.614463,0,0.557112,0
0.621459,0,0.617073,0
0.588704,0,0.529512,0
0.67743,0,0.636834,0
0.612964,0,0.550297,0
0.686215,0,0.664378,0
0.629186,0,0.596009,0
0.547516,0,0.522487,0
0.668483,0,0.643523,0
0.632365,0,0.540045,0
0.565667,0,0.463537,0
0.635843,0,0.556187,0
0.684454,0,0.643346,0
0.645179,0,0.600414,0
0.655372,0,0.644106,0
0.640798,0,0.590218,0
0.651298,0,0.592088,0
0.667211,0,0.60206,0
0.621958,0,0.597515,0
0.659398,0,0.605287,0
0.671087,0,0.622766,0
0.638064,0,0.579054,0
0.588858,0,0.570313,0
0.642742,0,0.576591,0
0.673092,0,0.613217,0
0.62299,0,0.562833,0
0.599041,0,0.529341,0
0.650134,0,0.597792,0
0.67319,0,0.614363,0
0.631415,0,0.564814,0
0.658313,0,0.600282,0
0.700396,0,0.653569,0
0.670347,0,0.61006,0
0.667593,0,0.614457,0
0.650958,0,0.585642,0
0.677436,0,0.619075,0
0.650229,0,0.594643,0
0.694574,0,0.641057,0
0.67709,0,0.617551,0
0.687112,0,0.632818,0
0.676934,0,0.622528,0
0.696185,0,0.646264,0
0.67355,0,0.613841,0
0.69916,0,0.676063,0
0.692418,0,0.643654,0
0.684613,0,0.641802,0
0.686864,0,0.642088,0
0.685715,0,0.639891,0
0.704098,0,0.659952,0
0.697503,0,0.652984,0
0.689764,0,0.63991,0
0.681808,0,0.633134,0
0.682109,0,0.633628,0
0.682943,0,0.634376,0
