# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.414044,0.000000,0.425432,0.000000
0.428026,0.000000,0.427984,0.000000
0.352732,0.000000,0.370712,0.000000
0.616575,0.000000,0.623042,0.000000
0.610664,0.000000,0.609440,0.000000
0.588010,0.000000,0.595160,0.000000
0.590546,0.000000,0.599614,0.000000
0.619504,0.000000,0.632977,0.000000
0.605678,0.000000,0.609586,0.000000
0.409328,0.000000,0.408287,0.000000
0.530451,0.000000,0.536747,0.000000
0.550747,0.000000,0.560295,0.000000
0.509647,0.000000,0.519291,0.000000
0.373748,0.000000,0.379706,0.000000
0.546201,0.000000,0.556226,0.000000
0.451764,0.000000,0.461759,0.000000
0.602213,0.000000,0.614760,0.000000
0.553684,0.000000,0.570558,0.000000
0.589885,0.000000,0.600122,0.000000
0.502147,0.000000,0.521276,0.000000
0.554021,0.000000,0.563916,0.000000
0.513488,0.000000,0.525751,0.000000
0.507230,0.000000,0.519668,0.000000
0.539411,0.000000,0.550970,0.000000
0.533675,0.000000,0.545072,0.000000
0.492821,0.000000,0.509993,0.000000
0.479016,0.000000,0.492720,0.000000
0.506604,0.000000,0.521313,0.000000
0.486600,0.000000,0.499231,0.000000
0.491214,0.000000,0.505387,0.000000
