# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.283230,0.000000,0.272388,0.000001
0.232900,0.000023,0.210320,0.000137
0.283022,0.000000,0.279224,0.000000
0.280183,0.000000,0.306728,0.000000
0.372548,0.000000,0.365674,0.000000
0.323933,0.000000,0.325142,0.000000
0.403665,0.000000,0.395056,0.000000
0.331892,0.000000,0.341696,0.000000
0.337713,0.000000,0.341864,0.000000
0.355844,0.000000,0.326427,0.000000
0.330110,0.000000,0.315743,0.000000
0.355098,0.000000,0.349101,0.000000
0.337535,0.000000,0.324998,0.000000
0.350758,0.000000,0.310240,0.000000
0.383048,0.000000,0.376956,0.000000
0.318248,0.000000,0.298183,0.000000
0.363275,0.000000,0.375081,0.000000
0.376487,0.000000,0.364829,0.000000
0.353113,0.000000,0.352783,0.000000
0.401098,0.000000,0.369964,0.000000
0.391122,0.000000,0.375252,0.000000
0.380376,0.000000,0.362750,0.000000
0.383249,0.000000,0.352174,0.000000
0.403450,0.000000,0.379721,0.000000
0.381885,0.000000,0.363224,0.000000
0.379294,0.000000,0.350860,0.000000
0.378605,0.000000,0.353229,0.000000
0.383783,0.000000,0.363765,0.000000
0.384338,0.000000,0.360281,0.000000
0.387698,0.000000,0.362863,0.000000
