# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.114854,0.038807,0.080548,0.148008
0.100909,0.069682,0.232625,0.000023
0.101493,0.068074,0.156516,0.004746
0.170919,0.002019,0.255714,0.000003
0.105975,0.056708,0.166654,0.002619
0.169528,0.002199,0.233401,0.000022
0.172275,0.001857,0.176629,0.001412
0.146835,0.008117,0.207893,0.000164
0.173930,0.001674,0.209591,0.000144
0.198708,0.000320,0.220573,0.000062
0.178355,0.001265,0.200709,0.000277
0.139133,0.012179,0.225064,0.000043
0.139879,0.011719,0.196909,0.000363
0.182896,0.000942,0.200197,0.000287
0.121708,0.028493,0.158644,0.004200
0.112692,0.042655,0.166097,0.002708
0.145922,0.008525,0.151864,0.006165
0.175915,0.001477,0.204329,0.000213
0.155900,0.004915,0.180288,0.001116
0.143240,0.009832,0.137363,0.013334
0.167011,0.002563,0.186517,0.000741
0.168698,0.002314,0.162002,0.003454
0.156930,0.004635,0.135913,0.014351
0.179774,0.001154,0.198899,0.000315
0.174613,0.001604,0.157734,0.004426
0.161325,0.003594,0.183922,0.000880
0.159230,0.004061,0.160669,0.003735
0.146096,0.008446,0.156903,0.004642
0.168743,0.002307,0.179071,0.001208
0.160232,0.003831,0.146332,0.008339
0.174159,0.001650,0.151611,0.006252
0.187096,0.000713,0.214094,0.000103
0.196360,0.000377,0.206679,0.000179
0.186853,0.000724,0.191476,0.000530
0.163445,0.003173,0.160428,0.003788
0.199748,0.000297,0.191148,0.000542
0.176531,0.001421,0.164080,0.003055
0.188225,0.000661,0.198817,0.000317
0.171037,0.002004,0.146582,0.008228
0.179141,0.001202,0.177964,0.001297
0.161256,0.003609,0.137702,0.013105
0.134241,0.015608,0.116509,0.036064
0.214394,0.000100,0.200324,0.000285
0.211372,0.000126,0.211844,0.000122
0.183743,0.000891,0.155326,0.005077
0.205652,0.000194,0.182908,0.000941
0.200265,0.000286,0.181496,0.001032
0.223049,0.000051,0.201757,0.000257
0.207520,0.000169,0.180696,0.001087
0.209075,0.000150,0.191427,0.000531
0.174207,0.001646,0.171796,0.001913
0.156700,0.004696,0.124598,0.024906
0.217983,0.000076,0.213441,0.000108
0.221255,0.000059,0.211320,0.000127
0.234792,0.000020,0.220305,0.000064
0.224576,0.000045,0.207779,0.000165
0.192025,0.000510,0.166782,0.002599
0.242905,0.000010,0.234777,0.000020
0.228710,0.000032,0.219006,0.000070
0.227638,0.000035,0.224057,0.000047
0.239080,0.000014,0.216685,0.000084
0.244182,0.000009,0.229754,0.000030
0.223705,0.000049,0.199482,0.000302
0.226568,0.000039,0.241343,0.000011
0.226520,0.000039,0.207821,0.000165
0.227646,0.000035,0.224466,0.000046
0.233452,0.000022,0.224761,0.000045
0.236801,0.000017,0.242045,0.000011
0.218891,0.000071,0.195672,0.000396
0.246521,0.000007,0.253986,0.000004
0.240361,0.000012,0.220178,0.000064
0.239308,0.000013,0.220278,0.000064
0.222694,0.000053,0.211759,0.000123
0.237280,0.000016,0.232343,0.000024
0.234722,0.000020,0.220647,0.000062
0.247897,0.000006,0.238109,0.000015
0.262905,0.000002,0.260325,0.000002
0.247829,0.000006,0.249522,0.000005
0.258011,0.000003,0.241365,0.000011
0.260990,0.000002,0.248184,0.000006
0.243972,0.000009,0.239811,0.000013
0.250208,0.000005,0.256369,0.000003
0.263757,0.000001,0.248291,0.000006
0.264723,0.000001,0.249827,0.000005
0.257142,0.000003,0.249201,0.000006
0.259608,0.000002,0.256311,0.000003
0.265074,0.000001,0.253839,0.000004
0.261797,0.000002,0.255470,0.000003
0.261772,0.000002,0.254583,0.000003
0.267263,0.000001,0.256795,0.000003
