# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.082762,0.137146,0.050822,0.361851
0.088844,0.110453,0.035656,0.522480
0.096946,0.081441,0.064563,0.246516
0.111844,0.044249,0.090446,0.104148
0.127545,0.021657,0.103843,0.061902
0.112762,0.042526,0.043560,0.434553
0.124580,0.024927,0.088696,0.111049
0.081845,0.141568,0.074280,0.182294
0.131523,0.017858,0.104414,0.060474
0.131573,0.017814,0.108524,0.050979
0.118943,0.032330,0.114448,0.039506
0.113065,0.041969,0.104635,0.059929
0.121824,0.028342,0.072634,0.192204
0.138898,0.012327,0.117062,0.035186
0.142870,0.010026,0.106354,0.055826
0.138071,0.012861,0.116978,0.035317
0.155872,0.004923,0.141295,0.010888
0.129510,0.019701,0.076623,0.168851
0.136494,0.013936,0.121047,0.029374
0.145864,0.008551,0.107499,0.053224
0.137784,0.013051,0.080754,0.146967
0.139186,0.012146,0.129473,0.019736
0.156174,0.004839,0.118520,0.032955
0.147630,0.007775,0.110881,0.046120
0.149322,0.007091,0.121014,0.029418
0.146510,0.008260,0.114932,0.038675
0.150791,0.006542,0.120415,0.030236
0.150989,0.006471,0.124391,0.025150
0.152025,0.006110,0.119917,0.030931
0.149943,0.006854,0.119550,0.031452
