# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.657187,0.000000,0.655240,0.000000
0.745616,0.000000,0.749449,0.000000
0.756077,0.000000,0.767943,0.000000
0.808550,0.000000,0.805951,0.000000
0.777356,0.000000,0.791249,0.000000
0.816812,0.000000,0.814449,0.000000
0.821352,0.000000,0.828256,0.000000
0.796151,0.000000,0.827867,0.000000
-0.003239,0.840016,0.087812,0.000000
0.845857,0.000000,0.842760,0.000000
0.816294,0.000000,0.811637,0.000000
0.854051,0.000000,0.853761,0.000000
0.851981,0.000000,0.856011,0.000000
0.856700,0.000000,0.855553,0.000000
0.849559,0.000000,0.855897,0.000000
0.850780,0.000000,0.851693,0.000000
0.855467,0.000000,0.854166,0.000000
0.857368,0.000000,0.855093,0.000000
0.859100,0.000000,0.856451,0.000000
0.850295,0.000000,0.858043,0.000000
0.863486,0.000000,0.861584,0.000000
0.866160,0.000000,0.866705,0.000000
0.869601,0.000000,0.872172,0.000000
0.867589,0.000000,0.869864,0.000000
0.868317,0.000000,0.873926,0.000000
0.882326,0.000000,0.880957,0.000000
0.878074,0.000000,0.878515,0.000000
0.876896,0.000000,0.876076,0.000000
0.871907,0.000000,0.872404,0.000000
0.878611,0.000000,0.876785,0.000000
0.873616,0.000000,0.871402,0.000000
0.879221,0.000000,0.877008,0.000000
0.878055,0.000000,0.877719,0.000000
0.873156,0.000000,0.875285,0.000000
0.885146,0.000000,0.883476,0.000000
0.877686,0.000000,0.876351,0.000000
0.875555,0.000000,0.877572,0.000000
0.884506,0.000000,0.884110,0.000000
0.876037,0.000000,0.875991,0.000000
0.886378,0.000000,0.885993,0.000000
0.890429,0.000000,0.889736,0.000000
0.885592,0.000000,0.884868,0.000000
0.886977,0.000000,0.887319,0.000000
0.879036,0.000000,0.879829,0.000000
0.881441,0.000000,0.883515,0.000000
0.887384,0.000000,0.885869,0.000000
0.890906,0.000000,0.889570,0.000000
0.892090,0.000000,0.891334,0.000000
0.882034,0.000000,0.879933,0.000000
0.889948,0.000000,0.888902,0.000000
0.885819,0.000000,0.884523,0.000000
0.894410,0.000000,0.894529,0.000000
0.889544,0.000000,0.887400,0.000000
0.886535,0.000000,0.885165,0.000000
0.879599,0.000000,0.878965,0.000000
0.884900,0.000000,0.883817,0.000000
0.885371,0.000000,0.883916,0.000000
0.894111,0.000000,0.894123,0.000000
0.885465,0.000000,0.886728,0.000000
0.893205,0.000000,0.892654,0.000000
0.891185,0.000000,0.890069,0.000000
0.892333,0.000000,0.891174,0.000000
0.891372,0.000000,0.890473,0.000000
0.888255,0.000000,0.887554,0.000000
0.887384,0.000000,0.885506,0.000000
0.887848,0.000000,0.887801,0.000000
0.885894,0.000000,0.885376,0.000000
0.887749,0.000000,0.886425,0.000000
0.891882,0.000000,0.891380,0.000000
0.889323,0.000000,0.887734,0.000000
0.888159,0.000000,0.887665,0.000000
0.895164,0.000000,0.893931,0.000000
0.891083,0.000000,0.890670,0.000000
0.888881,0.000000,0.889008,0.000000
0.889176,0.000000,0.888248,0.000000
0.892681,0.000000,0.892201,0.000000
0.892737,0.000000,0.892069,0.000000
0.891871,0.000000,0.891034,0.000000
0.892858,0.000000,0.892442,0.000000
0.891725,0.000000,0.891521,0.000000
0.893881,0.000000,0.893057,0.000000
0.893145,0.000000,0.892659,0.000000
0.890839,0.000000,0.890236,0.000000
0.894429,0.000000,0.893783,0.000000
0.889876,0.000000,0.888548,0.000000
0.892793,0.000000,0.892315,0.000000
0.893228,0.000000,0.892318,0.000000
0.892806,0.000000,0.891937,0.000000
0.892488,0.000000,0.891591,0.000000
0.891447,0.000000,0.890642,0.000000
