x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.426909,0,0.32965,1e-06
0.441022,0,0.358669,0
0.451018,0,0.353139,0
0.392007,0,0.334161,1e-06
0.432533,0,0.355135,0
0.460409,0,0.374388,0
0.425531,0,0.377293,0
0.476636,0,0.419225,0
0.458118,0,0.395915,0
0.499514,0,0.468536,0
0.475611,0,0.429626,0
0.515971,0,0.451937,0
0.407465,0,0.390864,0
0.551607,0,0.513225,0
0.538954,0,0.517044,0
0.507493,0,0.459148,0
0.572019,0,0.559696,0
0.615183,0,0.606478,0
0.586477,0,0.558741,0
0.615482,0,0.599363,0
0.619154,0,0.622469,0
0.587271,0,0.585192,0
0.631567,0,0.641881,0
0.655562,0,0.663847,0
0.635169,0,0.653574,0
0.619601,0,0.603921,0
0.685468,0,0.68238,0
0.681475,0,0.679093,0
0.670526,0,0.656093,0
0.657655,0,0.657893,0
0.667793,0,0.67224,0
0.709252,0,0.704736,0
0.701423,0,0.699778,0
0.681336,0,0.681456,0
0.673431,0,0.669141,0
0.687474,0,0.691761,0
0.727341,0,0.724126,0
0.693915,0,0.688559,0
0.72573,0,0.728687,0
0.711016,0,0.717539,0
0.695814,0,0.698649,0
0.718007,0,0.729908,0
0.717755,0,0.717244,0
0.732871,0,0.721411,0
0.709222,0,0.714741,0
0.735671,0,0.724127,0
0.748622,0,0.755445,0
0.732426,0,0.745818,0
0.725511,0,0.725604,0
0.746477,0,0.749772,0
0.75019,0,0.750008,0
0.731702,0,0.737788,0
0.751801,0,0.755606,0
0.744827,0,0.75921,0
0.711207,0,0.710327,0
0.761472,0,0.766856,0
0.748297,0,0.753266,0
0.746898,0,0.750696,0
0.760713,0,0.768202,0
0.738488,0,0.73707,0
0.740745,0,0.748238,0
0.773258,0,0.781569,0
0.775774,0,0.786504,0
0.747956,0,0.756828,0
0.719115,0,0.714278,0
0.753334,0,0.764241,0
0.767191,0,0.77563,0
0.781799,0,0.792869,0
0.782343,0,0.788911,0
0.782136,0,0.789735,0
0.774432,0,0.784448,0
0.77115,0,0.778838,0
0.776744,0,0.789616,0
0.781287,0,0.789602,0
0.760038,0,0.776198,0
0.775569,0,0.785523,0
0.775425,0,0.784803,0
0.778073,0,0.792775,0
0.780881,0,0.795197,0
0.784323,0,0.797198,0
0.787569,0,0.807103,0
0.785198,0,0.799158,0
0.786562,0,0.804423,0
0.784593,0,0.799643,0
0.789169,0,0.80397,0
0.779917,0,0.79795,0
0.788564,0,0.804075,0
0.787729,0,0.802282,0
0.785497,0,0.800355,0
0.785616,0,0.802899,0
