# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.071370,0.200077,0.020468,0.713584
0.117198,0.034972,0.101555,0.067902
0.142220,0.010374,0.178578,0.001247
0.154580,0.005296,0.183455,0.000908
0.150927,0.006493,0.130242,0.019013
0.162262,0.003402,0.169751,0.002169
0.180440,0.001106,0.170331,0.002094
0.154709,0.005257,0.137920,0.012961
0.168314,0.002368,0.119373,0.031706
0.183006,0.000935,0.165175,0.002862
0.135710,0.014499,0.051364,0.356742
0.176232,0.001448,0.161336,0.003592
0.225072,0.000043,0.231619,0.000025
0.178076,0.001288,0.154138,0.005429
0.198433,0.000326,0.178988,0.001214
0.234854,0.000019,0.259738,0.000002
0.175282,0.001538,0.150258,0.006737
0.208776,0.000154,0.196732,0.000368
0.245657,0.000008,0.261162,0.000002
0.214222,0.000102,0.199057,0.000312
0.181244,0.001049,0.180102,0.001130
0.233114,0.000023,0.214741,0.000098
0.254505,0.000003,0.257012,0.000003
0.227953,0.000034,0.225973,0.000040
0.260394,0.000002,0.267086,0.000001
0.244267,0.000009,0.250946,0.000005
0.229789,0.000030,0.254541,0.000003
0.245587,0.000008,0.249824,0.000005
0.279434,0.000000,0.288840,0.000000
0.271766,0.000001,0.272466,0.000001
0.290233,0.000000,0.299629,0.000000
0.258678,0.000002,0.268014,0.000001
0.254782,0.000003,0.252973,0.000004
0.273428,0.000001,0.278195,0.000000
0.257443,0.000003,0.252360,0.000004
0.277025,0.000000,0.276083,0.000000
0.273549,0.000001,0.274137,0.000001
0.305343,0.000000,0.310775,0.000000
0.290093,0.000000,0.296699,0.000000
0.280009,0.000000,0.290961,0.000000
0.271175,0.000001,0.280608,0.000000
0.325119,0.000000,0.324913,0.000000
0.297927,0.000000,0.294746,0.000000
0.319188,0.000000,0.321667,0.000000
0.307719,0.000000,0.316723,0.000000
0.320226,0.000000,0.321170,0.000000
0.352925,0.000000,0.348872,0.000000
0.330205,0.000000,0.336881,0.000000
0.318316,0.000000,0.325438,0.000000
0.313854,0.000000,0.315288,0.000000
0.309692,0.000000,0.315517,0.000000
0.329693,0.000000,0.333148,0.000000
0.350222,0.000000,0.343894,0.000000
0.322917,0.000000,0.329776,0.000000
0.289076,0.000000,0.276330,0.000000
0.330740,0.000000,0.330323,0.000000
0.331953,0.000000,0.333501,0.000000
0.337226,0.000000,0.337689,0.000000
0.335431,0.000000,0.340285,0.000000
0.347171,0.000000,0.348385,0.000000
0.324328,0.000000,0.322849,0.000000
0.369623,0.000000,0.360145,0.000000
0.342143,0.000000,0.345288,0.000000
0.349057,0.000000,0.349742,0.000000
0.341580,0.000000,0.341418,0.000000
0.349474,0.000000,0.349365,0.000000
0.345953,0.000000,0.339847,0.000000
0.363043,0.000000,0.360958,0.000000
0.325590,0.000000,0.324402,0.000000
0.353616,0.000000,0.356565,0.000000
0.342781,0.000000,0.349532,0.000000
0.344510,0.000000,0.340312,0.000000
0.353381,0.000000,0.359107,0.000000
0.347265,0.000000,0.352735,0.000000
0.348670,0.000000,0.354750,0.000000
0.371510,0.000000,0.368522,0.000000
0.356362,0.000000,0.356009,0.000000
0.347869,0.000000,0.347108,0.000000
0.371833,0.000000,0.369832,0.000000
0.362947,0.000000,0.362202,0.000000
0.393877,0.000000,0.385619,0.000000
0.376726,0.000000,0.374208,0.000000
0.370220,0.000000,0.370303,0.000000
0.379785,0.000000,0.379462,0.000000
0.357295,0.000000,0.359798,0.000000
0.367907,0.000000,0.367666,0.000000
0.374382,0.000000,0.371720,0.000000
0.357183,0.000000,0.353902,0.000000
0.366151,0.000000,0.365630,0.000000
0.366222,0.000000,0.364102,0.000000
