x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.537478,0,0.563587,0
0.587934,0,0.599862,0
0.342868,0,0.39832,0
0.553031,0,0.598164,0
0.588043,0,0.598669,0
0.547303,0,0.586183,0
0.457566,0,0.476477,0
0.574891,0,0.613097,0
0.545984,0,0.505877,0
0.602298,0,0.59217,0
0.557387,0,0.547685,0
0.491717,0,0.459168,0
0.592621,0,0.606943,0
0.165506,0.023863,0.228824,0.002296
0.429432,0,0.406413,0
0.583063,0,0.55345,0
0.550551,0,0.520722,0
0.616747,0,0.612584,0
0.594026,0,0.584386,0
0.580362,0,0.547137,0
0.465464,0,0.435857,0
0.389191,0,0.375952,0
0.629196,0,0.607934,0
0.616015,0,0.578865,0
0.598347,0,0.593048,0
0.636398,0,0.617704,0
0.601858,0,0.590595,0
0.582208,0,0.578731,0
0.645006,0,0.621848,0
0.68099,0,0.683756,0
0.5902,0,0.540094,0
0.638613,0,0.580403,0
0.632487,0,0.582111,0
0.553061,0,0.514372,0
0.646755,0,0.643852,0
0.642182,0,0.60631,0
0.683102,0,0.678382,0
0.665596,0,0.657241,0
0.6622,0,0.634653,0
0.653822,0,0.607635,0
0.659328,0,0.644086,0
0.641459,0,0.631727,0
0.665565,0,0.655113,0
0.66927,0,0.64486,0
0.658361,0,0.6495,0
0.663991,0,0.634479,0
0.674332,0,0.652529,0
0.700719,0,0.706263,0
0.701442,0,0.675396,0
0.696916,0,0.697855,0
0.68805,0,0.672926,0
0.692157,0,0.692115,0
0.679744,0,0.680559,0
0.689221,0,0.698287,0
0.667168,0,0.656846,0
0.597205,0,0.568344,0
0.689009,0,0.684754,0
0.708485,0,0.718806,0
0.690303,0,0.682004,0
0.716755,0,0.709828,0
0.719004,0,0.714159,0
0.701767,0,0.708398,0
0.722945,0,0.732187,0
0.700836,0,0.708891,0
0.695208,0,0.711384,0
0.668427,0,0.688544,0
0.71631,0,0.707392,0
0.700264,0,0.711994,0
0.714329,0,0.704257,0
0.717737,0,0.720368,0
0.693928,0,0.684336,0
0.728418,0,0.727891,0
0.728408,0,0.738566,0
0.687146,0,0.683107,0
0.740078,0,0.742461,0
0.733251,0,0.734437,0
0.715688,0,0.715182,0
0.701155,0,0.715704,0
0.719299,0,0.717181,0
0.718257,0,0.717988,0
0.719602,0,0.716966,0
0.730534,0,0.738099,0
0.706124,0,0.710136,0
0.713587,0,0.707377,0
0.7149,0,0.707409,0
0.736419,0,0.740609,0
0.721007,0,0.723005,0
0.710652,0,0.710149,0
0.724413,0,0.72252,0
0.72768,0,0.730265,0
