x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.592402,0,0.519427,0
0.59679,0,0.518117,0
0.631715,0,0.544247,0
0.619441,0,0.545901,0
0.690073,0,0.576102,0
0.684718,0,0.572986,0
0.675244,0,0.686029,0
0.682502,0,0.615441,0
0.679264,0,0.623549,0
0.714598,0,0.677217,0
0.283241,1e-05,0.263977,0.000219
0.68604,0,0.623529,0
0.687735,0,0.658459,0
0.720483,0,0.710988,0
0.702437,0,0.661355,0
0.690925,0,0.640483,0
0.740222,0,0.711765,0
0.693984,0,0.681616,0
0.735668,0,0.709979,0
0.665453,0,0.651624,0
0.721598,0,0.700682,0
0.687801,0,0.648852,0
0.642468,0,0.597096,0
0.703905,0,0.688251,0
0.750251,0,0.71832,0
0.729196,0,0.728115,0
0.737455,0,0.709744,0
0.741815,0,0.699388,0
0.751856,0,0.739648,0
0.752233,0,0.74079,0
0.710898,0,0.700522,0
0.739565,0,0.725751,0
0.716131,0,0.676666,0
0.74541,0,0.724368,0
0.747352,0,0.723391,0
0.746605,0,0.712251,0
0.763883,0,0.761522,0
0.750122,0,0.722897,0
0.760005,0,0.743856,0
0.735911,0,0.731844,0
0.75839,0,0.743496,0
0.718713,0,0.715512,0
0.741192,0,0.723777,0
0.725814,0,0.707716,0
0.770522,0,0.751759,0
0.739604,0,0.719486,0
0.761667,0,0.759209,0
0.777356,0,0.773662,0
0.772296,0,0.752027,0
0.755601,0,0.735143,0
0.774455,0,0.755895,0
0.633761,0,0.609482,0
0.758229,0,0.753636,0
0.764998,0,0.741342,0
0.744632,0,0.727859,0
0.775986,0,0.765803,0
0.791513,0,0.776845,0
0.783829,0,0.777687,0
0.757496,0,0.747749,0
0.79336,0,0.770707,0
0.804729,0,0.792076,0
0.765321,0,0.751673,0
0.791177,0,0.788346,0
0.766087,0,0.762448,0
0.776632,0,0.77128,0
0.773047,0,0.752539,0
0.777365,0,0.752954,0
0.781867,0,0.763347,0
0.790788,0,0.778814,0
0.8021,0,0.78881,0
0.795159,0,0.780944,0
0.793686,0,0.777182,0
0.795319,0,0.77512,0
0.762572,0,0.765144,0
0.786364,0,0.76984,0
0.786569,0,0.772472,0
0.789189,0,0.785626,0
0.782003,0,0.78418,0
0.794977,0,0.784079,0
0.800214,0,0.79231,0
0.807616,0,0.799474,0
0.808234,0,0.791949,0
0.802662,0,0.797561,0
0.79801,0,0.78249,0
0.799144,0,0.786212,0
0.792214,0,0.778903,0
0.792448,0,0.780045,0
0.798728,0,0.787,0
0.801405,0,0.785353,0
0.79959,0,0.785963,0
