x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.534966,0,0.555597,0
0.233586,0.000458,0.351902,0
0.57732,0,0.600619,0
0.501404,0,0.595723,0
0.558153,0,0.632472,0
0.565594,0,0.635874,0
0.571279,0,0.6583,0
0.581411,0,0.633175,0
0.628987,0,0.650429,0
0.585848,0,0.631196,0
0.608093,0,0.640566,0
0.668916,0,0.678846,0
0.583188,0,0.587714,0
0.649695,0,0.667528,0
0.630199,0,0.651287,0
0.534325,0,0.521301,0
0.662753,0,0.682037,0
0.590655,0,0.595288,0
0.661478,0,0.676595,0
0.633689,0,0.650795,0
0.626287,0,0.651686,0
0.684412,0,0.70711,0
0.532946,0,0.526807,0
0.674005,0,0.692274,0
0.694358,0,0.724113,0
0.689587,0,0.70723,0
0.698935,0,0.724154,0
0.710348,0,0.738282,0
0.711335,0,0.728815,0
0.717992,0,0.760735,0
0.726896,0,0.749229,0
0.72385,0,0.744618,0
0.728913,0,0.765769,0
0.717383,0,0.734876,0
0.73771,0,0.755408,0
0.74058,0,0.759261,0
0.731273,0,0.751317,0
0.726145,0,0.744025,0
0.719024,0,0.740535,0
0.744494,0,0.760429,0
0.734464,0,0.758859,0
0.753376,0,0.77108,0
0.720152,0,0.73453,0
0.74716,0,0.764635,0
0.713182,0,0.731722,0
0.708639,0,0.724855,0
0.747537,0,0.767629,0
0.699598,0,0.717937,0
0.739995,0,0.759979,0
0.745981,0,0.763518,0
0.752396,0,0.772548,0
0.726824,0,0.749416,0
0.74304,0,0.763878,0
0.650014,0,0.672683,0
0.751737,0,0.768469,0
0.758272,0,0.778917,0
0.772696,0,0.792564,0
0.736124,0,0.753644,0
0.765525,0,0.787588,0
0.766929,0,0.788545,0
0.678272,0,0.69019,0
0.729861,0,0.753284,0
0.744089,0,0.765225,0
0.734667,0,0.759719,0
0.752061,0,0.770033,0
0.739177,0,0.761938,0
0.760235,0,0.779621,0
0.74654,0,0.766914,0
0.74715,0,0.764032,0
0.771216,0,0.796945,0
0.774413,0,0.793596,0
0.742103,0,0.766239,0
0.749135,0,0.764119,0
0.757341,0,0.77905,0
0.754446,0,0.778319,0
0.76164,0,0.781269,0
0.764207,0,0.790083,0
0.777832,0,0.802372,0
0.757183,0,0.777776,0
0.769648,0,0.78908,0
0.777138,0,0.80145,0
0.765236,0,0.785871,0
0.783048,0,0.804475,0
0.76363,0,0.787466,0
0.771535,0,0.793727,0
0.765789,0,0.788134,0
0.770371,0,0.791631,0
0.772797,0,0.795365,0
0.777547,0,0.801781,0
0.777684,0,0.801636,0
