x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.626765,0,0.529623,0
0.649663,0,0.520576,0
0.669263,0,0.562518,0
0.648084,0,0.527276,0
0.53454,0,0.503026,0
0.61449,0,0.556464,0
0.407758,0,0.367548,0
0.649526,0,0.535253,0
0.674101,0,0.562551,0
0.674143,0,0.619177,0
0.503881,0,0.464705,0
0.678358,0,0.591012,0
0.62462,0,0.524248,0
0.707015,0,0.633514,0
0.695786,0,0.636552,0
0.72392,0,0.678694,0
0.571659,0,0.525148,0
0.716186,0,0.659163,0
0.726642,0,0.668779,0
0.717693,0,0.68644,0
0.656941,0,0.603862,0
0.719056,0,0.671082,0
0.732271,0,0.662019,0
0.763459,0,0.710046,0
0.773923,0,0.730947,0
0.740041,0,0.70263,0
0.773997,0,0.721517,0
0.754529,0,0.703316,0
0.796413,0,0.765858,0
0.773329,0,0.733129,0
0.805855,0,0.76625,0
0.754606,0,0.703844,0
0.804231,0,0.765713,0
0.816177,0,0.782957,0
0.764261,0,0.729864,0
0.740559,0,0.696014,0
0.822194,0,0.803515,0
0.811522,0,0.772645,0
0.809056,0,0.791468,0
0.776509,0,0.742777,0
0.819733,0,0.791322,0
0.831788,0,0.791275,0
0.811879,0,0.76664,0
0.82675,0,0.796771,0
0.823013,0,0.780136,0
0.825711,0,0.795508,0
0.836857,0,0.806753,0
0.844778,0,0.822632,0
0.835218,0,0.824906,0
0.817579,0,0.791687,0
0.845351,0,0.815048,0
0.831184,0,0.791909,0
0.843873,0,0.826009,0
0.842474,0,0.816397,0
0.842445,0,0.804421,0
0.846021,0,0.822242,0
0.832547,0,0.806215,0
0.85342,0,0.827559,0
0.853252,0,0.830416,0
0.845435,0,0.806662,0
0.845198,0,0.82102,0
0.846362,0,0.814266,0
0.837737,0,0.818809,0
0.853468,0,0.823823,0
0.841281,0,0.803219,0
0.850013,0,0.819356,0
0.851077,0,0.811954,0
0.857366,0,0.827809,0
0.838416,0,0.806953,0
0.858034,0,0.831289,0
0.850119,0,0.828998,0
0.860377,0,0.832587,0
0.86642,0,0.836197,0
0.862089,0,0.832212,0
0.866167,0,0.836522,0
0.862173,0,0.835606,0
0.86723,0,0.839208,0
0.862769,0,0.830948,0
0.86636,0,0.841118,0
0.866048,0,0.830947,0
0.863433,0,0.841644,0
0.866357,0,0.835488,0
0.84886,0,0.816523,0
0.865904,0,0.840847,0
0.869564,0,0.840293,0
0.86985,0,0.838826,0
0.867843,0,0.834569,0
0.870392,0,0.842327,0
0.872005,0,0.84106,0
0.870962,0,0.839406,0
