x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.523694,0,0.492996,0
0.566527,0,0.545602,0
0.602531,0,0.582987,0
0.596515,0,0.594949,0
0.593379,0,0.615621,0
0.652662,0,0.659045,0
0.648522,0,0.697135,0
0.646415,0,0.660078,0
0.638581,0,0.676558,0
0.653736,0,0.66545,0
0.590922,0,0.587319,0
0.682449,0,0.701085,0
0.68394,0,0.726449,0
0.664306,0,0.712225,0
0.685501,0,0.69543,0
0.708656,0,0.764349,0
0.703334,0,0.753,0
0.731194,0,0.772713,0
0.727723,0,0.757295,0
0.739858,0,0.783007,0
0.704712,0,0.708293,0
0.754302,0,0.789607,0
0.741918,0,0.779346,0
0.751966,0,0.787855,0
0.74321,0,0.786282,0
0.764037,0,0.80426,0
0.775627,0,0.807231,0
0.770774,0,0.799933,0
0.757025,0,0.781664,0
0.776267,0,0.81169,0
0.785685,0,0.803322,0
0.734699,0,0.787515,0
0.7856,0,0.822361,0
0.779017,0,0.809534,0
0.788833,0,0.81989,0
0.804732,0,0.836909,0
0.797847,0,0.836436,0
0.806524,0,0.838104,0
0.79507,0,0.831679,0
0.806973,0,0.840749,0
0.801978,0,0.83405,0
0.814511,0,0.849435,0
0.806219,0,0.838174,0
0.806343,0,0.849349,0
0.826025,0,0.857467,0
0.820212,0,0.849493,0
0.812762,0,0.853344,0
0.818924,0,0.855155,0
0.822986,0,0.868196,0
0.820941,0,0.863067,0
0.824275,0,0.870621,0
0.788784,0,0.80801,0
0.823382,0,0.857409,0
0.818289,0,0.856022,0
0.811895,0,0.857525,0
0.825269,0,0.876167,0
0.827293,0,0.877104,0
0.826654,0,0.874052,0
0.812899,0,0.858341,0
0.836486,0,0.881896,0
0.826174,0,0.87564,0
0.83251,0,0.883793,0
0.828199,0,0.882952,0
0.833501,0,0.881115,0
0.828268,0,0.875101,0
0.839872,0,0.88722,0
0.833236,0,0.885682,0
0.825644,0,0.872874,0
0.83884,0,0.883703,0
0.835818,0,0.88674,0
0.819414,0,0.8625,0
0.83622,0,0.886655,0
0.83927,0,0.883568,0
0.841288,0,0.891457,0
0.846828,0,0.894936,0
0.83513,0,0.890468,0
0.839168,0,0.885157,0
0.841236,0,0.895327,0
0.837869,0,0.88904,0
0.840907,0,0.894791,0
0.84076,0,0.893884,0
0.841034,0,0.89434,0
0.838624,0,0.892192,0
0.843927,0,0.895976,0
0.844135,0,0.89492,0
0.837902,0,0.886643,0
0.836131,0,0.883592,0
0.842106,0,0.89172,0
0.843758,0,0.893777,0
0.842655,0,0.893805,0
