# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.502949,0.000000,0.500998,0.000000
0.522846,0.000000,0.523318,0.000000
0.527947,0.000000,0.515340,0.000000
0.503174,0.000000,0.506325,0.000000
0.372561,0.000000,0.366427,0.000000
0.549401,0.000000,0.542413,0.000000
0.561239,0.000000,0.558404,0.000000
0.573083,0.000000,0.572171,0.000000
0.564731,0.000000,0.561022,0.000000
0.561334,0.000000,0.557961,0.000000
0.493524,0.000000,0.497196,0.000000
0.540092,0.000000,0.530076,0.000000
0.564319,0.000000,0.561854,0.000000
0.498397,0.000000,0.506640,0.000000
0.552336,0.000000,0.550798,0.000000
0.510475,0.000000,0.513470,0.000000
0.561646,0.000000,0.559203,0.000000
0.529610,0.000000,0.533121,0.000000
0.569148,0.000000,0.564735,0.000000
0.563561,0.000000,0.559187,0.000000
0.516482,0.000000,0.521271,0.000000
0.561241,0.000000,0.561130,0.000000
0.572473,0.000000,0.568675,0.000000
0.568520,0.000000,0.563850,0.000000
0.565718,0.000000,0.566845,0.000000
0.568210,0.000000,0.564481,0.000000
0.568960,0.000000,0.565964,0.000000
0.569101,0.000000,0.567037,0.000000
0.568213,0.000000,0.567437,0.000000
0.570372,0.000000,0.569185,0.000000
