x_S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.512431,0,0.550091,0
0.472083,0,0.547941,0
0.50592,0,0.589239,0
0.541761,0,0.598972,0
0.572063,0,0.618872,0
0.589666,0,0.623751,0
0.564264,0,0.62219,0
0.647815,0,0.667214,0
0.64872,0,0.677719,0
0.621266,0,0.659414,0
0.581559,0,0.584214,0
0.66427,0,0.694686,0
0.680292,0,0.703866,0
0.655198,0,0.675759,0
0.64669,0,0.651419,0
0.662059,0,0.674696,0
0.671673,0,0.687574,0
0.662997,0,0.676698,0
0.692312,0,0.708498,0
0.665784,0,0.687136,0
0.65608,0,0.656557,0
0.688925,0,0.700625,0
0.695773,0,0.714142,0
0.71353,0,0.734426,0
0.705793,0,0.73544,0
0.717896,0,0.743517,0
0.654503,0,0.656111,0
0.706391,0,0.73386,0
0.701946,0,0.718731,0
0.683504,0,0.70433,0
0.683981,0,0.699733,0
0.688802,0,0.704965,0
0.719056,0,0.743503,0
0.684731,0,0.701963,0
0.716461,0,0.731521,0
0.694146,0,0.707423,0
0.73443,0,0.760213,0
0.723152,0,0.742246,0
0.722682,0,0.743109,0
0.727091,0,0.748378,0
0.709129,0,0.731989,0
0.741822,0,0.762075,0
0.726176,0,0.74396,0
0.702674,0,0.719653,0
0.710938,0,0.729216,0
0.696875,0,0.703952,0
0.727819,0,0.744301,0
0.725811,0,0.739519,0
0.72257,0,0.738965,0
0.705579,0,0.722212,0
0.748815,0,0.771778,0
0.67555,0,0.682643,0
0.724016,0,0.740705,0
0.730113,0,0.751437,0
0.750832,0,0.77284,0
0.747161,0,0.773179,0
0.742117,0,0.764424,0
0.727304,0,0.745892,0
0.727547,0,0.749648,0
0.728908,0,0.751287,0
0.73909,0,0.751841,0
0.703474,0,0.717247,0
0.755235,0,0.778784,0
0.736003,0,0.755131,0
0.738497,0,0.753576,0
0.725608,0,0.739131,0
0.747367,0,0.765742,0
0.743552,0,0.766137,0
0.735393,0,0.756911,0
0.750865,0,0.770483,0
0.738536,0,0.7537,0
0.750315,0,0.772225,0
0.731972,0,0.749135,0
0.731014,0,0.747657,0
0.740525,0,0.756608,0
0.74575,0,0.763021,0
0.744855,0,0.762805,0
0.751712,0,0.775437,0
0.750834,0,0.771252,0
0.748567,0,0.76928,0
0.760014,0,0.782057,0
0.753062,0,0.772311,0
0.75825,0,0.779988,0
0.751862,0,0.77131,0
0.75529,0,0.776143,0
0.737435,0,0.754933,0
0.747458,0,0.766602,0
0.745249,0,0.767621,0
0.747602,0,0.768366,0
0.751009,0,0.772615,0
