# S_pear_r,S_pear_p,S_spea_r,S_spea_p
0.461061,0.000000,0.372944,0.000000
0.495178,0.000000,0.428232,0.000000
0.506538,0.000000,0.459307,0.000000
0.506558,0.000000,0.458990,0.000000
0.492754,0.000000,0.432238,0.000000
0.490914,0.000000,0.407997,0.000000
0.474622,0.000000,0.409391,0.000000
0.493245,0.000000,0.426977,0.000000
0.477057,0.000000,0.398248,0.000000
0.490396,0.000000,0.415966,0.000000
0.487492,0.000000,0.419389,0.000000
0.503463,0.000000,0.450277,0.000000
0.491619,0.000000,0.418181,0.000000
0.508786,0.000000,0.459853,0.000000
0.488517,0.000000,0.424019,0.000000
0.499420,0.000000,0.434747,0.000000
0.505973,0.000000,0.448590,0.000000
0.504360,0.000000,0.454582,0.000000
0.496960,0.000000,0.435155,0.000000
0.477859,0.000000,0.404192,0.000000
0.492535,0.000000,0.424679,0.000000
0.504341,0.000000,0.454014,0.000000
0.484863,0.000000,0.423005,0.000000
0.496320,0.000000,0.439086,0.000000
0.496282,0.000000,0.444812,0.000000
0.495217,0.000000,0.435753,0.000000
0.495412,0.000000,0.446118,0.000000
0.505848,0.000000,0.463511,0.000000
0.505578,0.000000,0.459768,0.000000
0.504542,0.000000,0.461298,0.000000
